資料集名稱,檔案格式,下載連結,資料集類型,資料集描述,主要欄位說明,資料集提供機關,更新頻率,授權方式,授權說明網址,計費方式,編碼格式,資料集提供機關聯絡人,資料集提供機關聯絡人電話,備註
"行政院重大政策","xml","http://www.ey.gov.tw/Rss_News.aspx?n=3D06E532B0D8316C","rawData","提供行政院重大政策之訊息。","「主題」、「日期」、「連結」、「內容」。","行政院","每月","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","洪先生","02-33568122",""
"列管毒性化學物質毒理資料","csv","http://opendata.epa.gov.tw/ws/Data/TOXIC/?format=csv","rawData","環保署列管毒性化學物質辨識、防護與應變措施資料","毒化物列管編號(No)、CAS編號(CASNo)、中文名稱(Name)、英文名稱(EngName)、附件檔案(Attachment)","行政院環境保護署","每年更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","盧小姐","02-23117722#2872",""
"自來水水質抽驗結果(依件數)","xml","http://opendata.epa.gov.tw/ws/Data/DWSNumber/?format=xml","rawData","環保署每月發布之全國自來水水質抽驗結果資料","月份(Month)、地區別(County)、檢驗件數(NumberTested)、合格件數(NumberQualified)、不合格件數(NumberFailed)","行政院環境保護署","每月提供6個月前資料","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","王先生","02-23117722#2885",""
"自來水水質抽驗結果(依件數)","json","http://opendata.epa.gov.tw/ws/Data/DWSNumber/?format=json","rawData","環保署每月發布之全國自來水水質抽驗結果資料","月份(Month)、地區別(County)、檢驗件數(NumberTested)、合格件數(NumberQualified)、不合格件數(NumberFailed)","行政院環境保護署","每月提供6個月前資料","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","王先生","02-23117722#2885",""
"自來水水質抽驗結果(依件數)","csv","http://opendata.epa.gov.tw/ws/Data/DWSNumber/?format=csv","rawData","環保署每月發布之全國自來水水質抽驗結果資料","月份(Month)、地區別(County)、檢驗件數(NumberTested)、合格件數(NumberQualified)、不合格件數(NumberFailed)","行政院環境保護署","每月提供6個月前資料","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","王先生","02-23117722#2885",""
"自來水水質抽驗結果(依項目)","xml","http://opendata.epa.gov.tw/ws/Data/DWSItem/?format=xml","rawData","環保署每月發布之全國自來水水質抽驗結果資料","月份(Month)、地區別(County)、細菌性標準檢驗項次(NumberBacterialTest)、物理性標準檢驗項次(NumberPhysicalTest)、化學性標準檢驗項次(NumberChemicalTest)、總檢驗項次(NumberTested)、合格項次(NumberQualified)、不合格項次(NumberFailed)","行政院環境保護署","每月提供6個月前資料","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","王先生","02-23117722#2885",""
"自來水水質抽驗結果(依項目)","json","http://opendata.epa.gov.tw/ws/Data/DWSItem/?format=json","rawData","環保署每月發布之全國自來水水質抽驗結果資料","月份(Month)、地區別(County)、細菌性標準檢驗項次(NumberBacterialTest)、物理性標準檢驗項次(NumberPhysicalTest)、化學性標準檢驗項次(NumberChemicalTest)、總檢驗項次(NumberTested)、合格項次(NumberQualified)、不合格項次(NumberFailed)","行政院環境保護署","每月提供6個月前資料","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","王先生","02-23117722#2885",""
"自來水水質抽驗結果(依項目)","csv","http://opendata.epa.gov.tw/ws/Data/DWSItem/?format=csv","rawData","環保署每月發布之全國自來水水質抽驗結果資料","月份(Month)、地區別(County)、細菌性標準檢驗項次(NumberBacterialTest)、物理性標準檢驗項次(NumberPhysicalTest)、化學性標準檢驗項次(NumberChemicalTest)、總檢驗項次(NumberTested)、合格項次(NumberQualified)、不合格項次(NumberFailed)","行政院環境保護署","每月提供6個月前資料","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","王先生","02-23117722#2885",""
"包裝及盛裝飲用水水源水質抽驗結果","xml","http://opendata.epa.gov.tw/ws/Data/DWSPack/?format=xml","rawData","環保署每月發布之全國自來水水質抽驗結果資料","季別(Quarter)、地區別(County)、列管數(NumberControlled)、檢驗件數(NumberTested)、合格件數(NumberQualified)、不合格件數(NumberFailed)","行政院環境保護署","每月提供6個月前資料","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","王先生","02-23117722#2885",""
"包裝及盛裝飲用水水源水質抽驗結果","json","http://opendata.epa.gov.tw/ws/Data/DWSPack/?format=json","rawData","環保署每月發布之全國自來水水質抽驗結果資料","季別(Quarter)、地區別(County)、列管數(NumberControlled)、檢驗件數(NumberTested)、合格件數(NumberQualified)、不合格件數(NumberFailed)","行政院環境保護署","每月提供6個月前資料","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","王先生","02-23117722#2885",""
"包裝及盛裝飲用水水源水質抽驗結果","csv","http://opendata.epa.gov.tw/ws/Data/DWSPack/?format=csv","rawData","環保署每月發布之全國自來水水質抽驗結果資料","季別(Quarter)、地區別(County)、列管數(NumberControlled)、檢驗件數(NumberTested)、合格件數(NumberQualified)、不合格件數(NumberFailed)","行政院環境保護署","每月提供6個月前資料","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","王先生","02-23117722#2885",""
"資源回收回收業者資料","xml","http://opendata.epa.gov.tw/ws/Data/WRRecyc/?format=xml","rawData","公告應回收廢棄物之回收業資料","事業名稱(FacilityName)、事業地址(FacilityAddress)、貯存地址(RepositoryAddress)、聯絡電話(FacilityTel)、登記證證號(RegistryNo)、回收材質種類(ItemType)","行政院環境保護署","每季更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","苑先生","02-237058888#3116",""
"資源回收回收業者資料","json","http://opendata.epa.gov.tw/ws/Data/WRRecyc/?format=json","rawData","公告應回收廢棄物之回收業資料","事業名稱(FacilityName)、事業地址(FacilityAddress)、貯存地址(RepositoryAddress)、聯絡電話(FacilityTel)、登記證證號(RegistryNo)、回收材質種類(ItemType)","行政院環境保護署","每季更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","苑先生","02-237058888#3116",""
"資源回收回收業者資料","csv","http://opendata.epa.gov.tw/ws/Data/WRRecyc/?format=csv","rawData","公告應回收廢棄物之回收業資料","事業名稱(FacilityName)、事業地址(FacilityAddress)、貯存地址(RepositoryAddress)、聯絡電話(FacilityTel)、登記證證號(RegistryNo)、回收材質種類(ItemType)","行政院環境保護署","每季更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","苑先生","02-237058888#3116",""
"資源回收處理業者資料","xml","http://opendata.epa.gov.tw/ws/Data/WRProcess/?format=xml","rawData","公告應回收廢棄物處理業資料","事業名稱(FacilityName)、管制編號(RegistrationNo)、事業地址(FacilityAddress)、貯存地址(RepositoryAddress)、聯絡電話(FacilityTel)、登記證證號(RegistryNo)、回收材質種類(ItemType)","行政院環境保護署","每季更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","苑先生","02-237058888#3116",""
"資源回收處理業者資料","json","http://opendata.epa.gov.tw/ws/Data/WRProcess/?format=json","rawData","公告應回收廢棄物處理業資料","事業名稱(FacilityName)、管制編號(RegistrationNo)、事業地址(FacilityAddress)、貯存地址(RepositoryAddress)、聯絡電話(FacilityTel)、登記證證號(RegistryNo)、回收材質種類(ItemType)","行政院環境保護署","每季更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","苑先生","02-237058888#3116",""
"資源回收處理業者資料","csv","http://opendata.epa.gov.tw/ws/Data/WRProcess/?format=csv","rawData","公告應回收廢棄物處理業資料","事業名稱(FacilityName)、管制編號(RegistrationNo)、事業地址(FacilityAddress)、貯存地址(RepositoryAddress)、聯絡電話(FacilityTel)、登記證證號(RegistryNo)、回收材質種類(ItemType)","行政院環境保護署","每季更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","苑先生","02-237058888#3116",""
"全國各縣市清潔隊資料","xml","http://opendata.epa.gov.tw/ws/Data/WRClean/?format=xml","rawData","全國各縣市清潔隊聯絡資料","清潔隊名稱(OrganizationName)、清潔隊地址(OrganizationAddress)、清潔隊電話(OrganizationTel)","行政院環境保護署","每季更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","苑小姐","02-237058888#3116",""
"全國各縣市清潔隊資料","json","http://opendata.epa.gov.tw/ws/Data/WRClean/?format=json","rawData","全國各縣市清潔隊聯絡資料","清潔隊名稱(OrganizationName)、清潔隊地址(OrganizationAddress)、清潔隊電話(OrganizationTel)","行政院環境保護署","每季更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","苑小姐","02-237058888#3116",""
"全國各縣市清潔隊資料","csv","http://opendata.epa.gov.tw/ws/Data/WRClean/?format=csv","rawData","全國各縣市清潔隊聯絡資料","清潔隊名稱(OrganizationName)、清潔隊地址(OrganizationAddress)、清潔隊電話(OrganizationTel)","行政院環境保護署","每季更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","苑小姐","02-237058888#3116",""
"環境影響評估案件摘要資料","xml","http://opendata.epa.gov.tw/ws/Data/EIADOC/?format=xml","rawData","全國環境影響評估案件摘要(環境影響評估指開發行為或政府政策對環境包括生活環境、自然環境、社會環境及經濟、文化、生態等可能影響之程度及範圍，事前以科學、客觀、綜合之調查、預測、分析及評定，提出環境管理計畫，並公開說明及審查)","案件名稱(CaseName)、開發單位 (Developer)、書件日期(DocDate)、管理單位(ManageAgency)、書件編號(DocNo)、敏感區位(SensiArea)、是否經過敏感區位(SensiStatus)、證明文件(ProveDoc)","行政院環境保護署","不定期更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","陳先生","02-23117722#2744",""
"環境影響評估案件摘要資料","json","http://opendata.epa.gov.tw/ws/Data/EIADOC/?format=json","rawData","全國環境影響評估案件摘要(環境影響評估指開發行為或政府政策對環境包括生活環境、自然環境、社會環境及經濟、文化、生態等可能影響之程度及範圍，事前以科學、客觀、綜合之調查、預測、分析及評定，提出環境管理計畫，並公開說明及審查)","案件名稱(CaseName)、開發單位 (Developer)、書件日期(DocDate)、管理單位(ManageAgency)、書件編號(DocNo)、敏感區位(SensiArea)、是否經過敏感區位(SensiStatus)、證明文件(ProveDoc)","行政院環境保護署","不定期更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","陳先生","02-23117722#2744",""
"環境影響評估案件摘要資料","csv","http://opendata.epa.gov.tw/ws/Data/EIADOC/?format=csv","rawData","全國環境影響評估案件摘要(環境影響評估指開發行為或政府政策對環境包括生活環境、自然環境、社會環境及經濟、文化、生態等可能影響之程度及範圍，事前以科學、客觀、綜合之調查、預測、分析及評定，提出環境管理計畫，並公開說明及審查)","案件名稱(CaseName)、開發單位 (Developer)、書件日期(DocDate)、管理單位(ManageAgency)、書件編號(DocNo)、敏感區位(SensiArea)、是否經過敏感區位(SensiStatus)、證明文件(ProveDoc)","行政院環境保護署","不定期更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","陳先生","02-23117722#2744",""
"列管污染源基本資料","xml","http://opendata.epa.gov.tw/ws/Data/EMS/?format=xml","rawData","本署整合各空、水、廢、毒列管中事業(公私場所)之基本資料","管制編號(RegistrationNo)、事業名稱(FacilityName)、縣市(County)、鄉鎮(Township)、地址(Address)、工業區(IndustryAreaName)、行業別(IndustryName)、空污管制狀態(AirRegisteredStatus)、水污管制狀態(WaterRegisteredStatus)、廢棄物管制狀態(WasteRegisteredStatus)、毒化物管制狀態(ToxicRegisteredStatus)","行政院環境保護署","每月更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","葉小姐","02-23117722#2335",""
"列管污染源基本資料","json","http://opendata.epa.gov.tw/ws/Data/EMS/?format=json","rawData","本署整合各空、水、廢、毒列管中事業(公私場所)之基本資料","管制編號(RegistrationNo)、事業名稱(FacilityName)、縣市(County)、鄉鎮(Township)、地址(Address)、工業區(IndustryAreaName)、行業別(IndustryName)、空污管制狀態(AirRegisteredStatus)、水污管制狀態(WaterRegisteredStatus)、廢棄物管制狀態(WasteRegisteredStatus)、毒化物管制狀態(ToxicRegisteredStatus)","行政院環境保護署","每月更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","葉小姐","02-23117722#2335",""
"列管污染源基本資料","csv","http://opendata.epa.gov.tw/ws/Data/EMS/?format=csv","rawData","本署整合各空、水、廢、毒列管中事業(公私場所)之基本資料","管制編號(RegistrationNo)、事業名稱(FacilityName)、縣市(County)、鄉鎮(Township)、地址(Address)、工業區(IndustryAreaName)、行業別(IndustryName)、空污管制狀態(AirRegisteredStatus)、水污管制狀態(WaterRegisteredStatus)、廢棄物管制狀態(WasteRegisteredStatus)、毒化物管制狀態(ToxicRegisteredStatus)","行政院環境保護署","每月更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","葉小姐","02-23117722#2335",""
"公民營廢棄物清除機構資料","xml","http://opendata.epa.gov.tw/ws/Data/WROrg/?format=xml","rawData","各地環保局對所轄公民營廢棄物清除處理機構之許可證資料","縣市別(County)、機構種類(OrgType)、級別(Grade)、機構名稱(OrgName)、管制編號(RegistrationNo)、機構地址(OrgAddress)、處理方法(TreatMethod)、許可有效日期(GrantDeadline)、機構電話(OrgTel)、貯存地點(OperatingAddress)","行政院環境保護署","每月更新","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","李先生","02-23117722#2655",""
