製造廠名稱,製造廠地址,登錄號碼,登錄品項,是否在3年有效期間內,有效期限
"中國衛生材料生產中心股份有限公司","彰化縣彰化市福田里彰南路六段424巷21號","GMP0007","滅菌洗腎包(紗布墊、夾子、治療巾) (滅菌)","Y","2020-08-07"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","辣大麻快速檢驗試劑","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","辣大麻快速檢驗試劑","Y","2020-02-20"
"大正和儀器股份有限公司","台中市潭子區潭秀里潭富路1段87巷79號","GMP0694","蒸氣滅菌器","Y","2018-10-06"
"崇仁科技事業股份有限公司","宜蘭縣五結鄉成興村利工二路87號","GMP0053","呼吸器用氣體潮濕器","Y","2019-04-07"
"大正和儀器股份有限公司","台中市潭子區潭秀里潭富路1段87巷79號","GMP0694","氧化乙烯氣體滅菌器","Y","2018-10-06"
"宇廣科技股份有限公司","彰化縣彰化市快官里彰南路四段414巷23號1、2樓","GMP0695","透析用水之淨化系統","Y","2018-10-12"
"茂勝醫療儀器有限公司","新北市三重區光復路二段168號1、2樓","GMP0698","手動式外科手術台及其附件","Y","2018-10-20"
"茂勝醫療儀器有限公司","新北市三重區光復路二段168號1、2樓","GMP0698","電動式外科手術台及其附件","Y","2018-10-20"
"茂勝醫療儀器有限公司","新北市三重區光復路二段168號1、2樓","GMP0698","外科手術燈","Y","2018-10-20"
"崇仁科技事業股份有限公司","宜蘭縣五結鄉成興村利工二路87號","GMP0053","肺量計及配件","Y","2019-04-07"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","安非他命測試劑","Y","2018-10-30"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","巴比妥鹽類測試劑","Y","2018-10-30"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","苯重氮基鹽試驗系統","Y","2018-10-30"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","古柯鹼及其代謝物試驗系統","Y","2018-10-30"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","亞甲基雙氧甲基安非他命試驗系統","Y","2018-10-30"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","甲基安非他命試驗系統","Y","2018-10-30"
"崇仁科技事業股份有限公司","宜蘭縣五結鄉成興村利工二路87號","GMP0053","切割及止血用電刀及其附件","Y","2019-04-07"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","嗎啡試驗系統","Y","2018-10-30"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","苯環利定試驗系統","Y","2018-10-30"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","大麻鹼試驗系統","Y","2018-10-30"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","潛血試驗","Y","2018-10-30"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","愷他命試驗系統(盒)","Y","2018-10-30"
"全球安聯科技股份有限公司","南科高雄園區高雄市路竹區路科五路92號2樓、96號2樓","GMP0715","單一或多重之金屬類骨固定裝置及附件(骨板)","Y","2019-02-23"
"全球安聯科技股份有限公司","南科高雄園區高雄市路竹區路科五路92號2樓、96號2樓","GMP0715","單一或多重之金屬類骨固定裝置及附件(骨釘)","Y","2019-02-23"
"全球安聯科技股份有限公司","南科高雄園區高雄市路竹區路科五路92號2樓、96號2樓","GMP0715","椎弓螺釘系統","Y","2019-02-23"
"全球安聯科技股份有限公司","南科高雄園區高雄市路竹區路科五路92號2樓、96號2樓","GMP0715","骨膜下植體材(鈦膜)","Y","2019-02-23"
"全球安聯科技股份有限公司","南科高雄園區高雄市路竹區路科五路92號2樓、96號2樓","GMP0715","骨內植體","Y","2019-02-23"
"華德國際股份有限公司","新北市五股區五工五路14號7樓","GMP0716","手動緊急呼吸器","Y","2019-03-03"
"華德國際股份有限公司","新北市五股區五工五路14號7樓","GMP0716","手動式抽吸器組","Y","2019-03-03"
"遠東新世紀股份有限公司內壢紡織廠","桃園市中壢區興仁里遠東路2,80,128號","GMP0721","骨水泥分配器(滅菌)","Y","2019-03-16"
"中國衛生材料生產中心股份有限公司","彰化縣彰化市福田里彰南路六段424巷21號","GMP0007","滅菌臍敷包(紗布(墊)、棉棒) (滅菌)","Y","2020-08-07"
"遠東新世紀股份有限公司內壢紡織廠","桃園市中壢區興仁里遠東路2,80,128號","GMP0721","血管內導管固定裝置(滅菌)","Y","2019-03-16"
"遠東新世紀股份有限公司內壢紡織廠","桃園市中壢區興仁里遠東路2,80,128號","GMP0721","醫療用黏性膠帶及黏性繃帶(滅菌)","Y","2019-03-16"
"遠東新世紀股份有限公司內壢紡織廠","桃園市中壢區興仁里遠東路2,80,128號","GMP0721","齒科酸蝕凝膠","Y","2019-03-16"
"遠東新世紀股份有限公司內壢紡織廠","桃園市中壢區興仁里遠東路2,80,128號","GMP0721","閉合用傷口/燒燙傷敷料(滅菌)","Y","2019-03-16"
"遠東新世紀股份有限公司內壢紡織廠","桃園市中壢區興仁里遠東路2,80,128號","GMP0721","親水性創傷覆蓋材(滅菌)","Y","2019-03-16"
"敦特科技股份有限公司","台南市柳營區大農里德元埤大道17號2樓","GMP0723","骨內植體用牙橋","Y","2019-04-07"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","血糖測試儀","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","固醇測試儀","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","血紅素測試儀","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","血糖尿酸雙功能測試儀","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","血糖膽固醇雙功能測試儀","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","血糖血紅素雙功能測試儀","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","血糖膽固醇尿酸多功能測試儀","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","血糖膽固醇血紅素多功能測試儀","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","血糖膽固醇尿酸血紅素多功能測試儀","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","血壓血糖膽固醇多功能測試儀","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","血糖試紙","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","尿酸試紙","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","膽固醇試紙","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","血紅素試紙","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","葡萄糖品管液","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","尿酸品管液","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","膽固醇品管液","Y","2018-10-28"
"聿新生物科技股份有限公司","苗栗縣竹南鎮公館里中華南路188 號","GMP0724","血紅素品管液","Y","2018-10-28"
"三永儀器有限公司","新北市新莊區頭前里化成路398巷8號1樓","GMP0727","蒸氣滅菌器","Y","2019-04-14"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","交流電力可調整式病床","Y","2019-04-14"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","交流電力可調整式病床","Y","2019-04-26"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","小兒病床","Y","2019-04-14"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","小兒病床","Y","2019-04-26"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","超音波脈動都卜勒式影像系統","Y","2019-04-14"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","超音波脈動都卜勒式影像系統","Y","2019-04-26"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","非入侵性血壓量測系統","Y","2019-04-14"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","非入侵性血壓量測系統","Y","2019-04-26"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","血糖測試試片","Y","2019-04-14"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","血糖測試試片","Y","2019-04-26"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","葡萄糖品管液","Y","2019-04-14"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","葡萄糖品管液","Y","2019-04-26"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","血糖儀","Y","2019-04-14"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","血糖儀","Y","2019-04-26"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","診斷用超音波轉換器","Y","2019-04-14"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","診斷用超音波轉換器","Y","2019-04-26"
"寶島衛材有限公司","彰化縣二水鄉大園村員集路2段442號","GMP0055","棉棒(滅菌)","Y","2019-11-29"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","臨床電子體溫計","Y","2019-04-14"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","臨床電子體溫計","Y","2019-04-26"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","呼吸系統加熱器","Y","2019-04-14"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","呼吸系統加熱器","Y","2019-04-26"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","血壓壓脈帶","Y","2019-04-14"
"長庚醫學科技股份有限公司林口廠","新北市泰山區南林路118號2樓","GMP0729","血壓壓脈帶","Y","2019-04-26"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","口咽氣道管","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","麻醉呼吸管路(滅菌)","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","呼吸管路細菌過濾器","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","呼吸系統加熱器","Y","2019-04-20"
"寶島衛材有限公司","彰化縣二水鄉大園村員集路2段442號","GMP0055","外部使用非吸收式紗布(滅菌)","Y","2019-11-29"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","呼吸系統吐氣端加熱器","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","呼吸管路支撐物","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","經鼻氧氣套管","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","熱及濕氣凝結器(人工鼻)(滅菌)","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","呼吸器用氣體潮濕器","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","硬式喉頭鏡","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","麻醉氣體面罩","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","氧氣面罩","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","噴霧器","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","非重吸入式氣閥","Y","2019-04-20"
"寶島衛材有限公司","彰化縣二水鄉大園村員集路2段442號","GMP0055","洗腎包(外包巾、洞巾、鑷子、治療巾、紗布、檢診手套、棉球、棉棒)(滅菌)","Y","2019-11-29"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","手動緊急呼吸器","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","呼吸器管路","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","T形引流器","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","醫用氣體接頭組","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","眼科用眼罩","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","臍帶閉合器(滅菌)","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","陰道擴張器(滅菌)","Y","2019-04-20"
"愷得醫材科技股份有限公司","桃園市龜山區萬壽路一段492-19號5樓之2、492-20號5樓之1、492-20號5樓之2","GMP0732","儲氣囊","Y","2019-04-20"
"朕江生物科技股份有限公司","台中市西屯區協和里工業區15路8號","GMP0733","臨床使用的個別式光度量測化學分析儀","Y","2019-04-26"
"開物科技股份有限公司南科廠","臺南市新市區環東路一段31巷12號5樓、16號5樓","GMP0735","呈色晶片分析儀","Y","2018-10-18"
