試驗藥品監視新藥成分,申請者,許可證,報告書BA,報告書BE,報告書Dis,報告書核准日期,對照品商品名,對照品製造廠名,國別
"Nitrendipine tab 10mg","應元","衛署藥製 044882","","Y","","931227","Bayotensin mite tab 10mg","Bayer","Germany"
"Nizatidine cap 150mg","五洲","衛署藥製 045777","","Y","","920512","Axid cap 150mg","Eli Lilly","US"
"Nizatidine cap 75mg","五洲","衛部藥製 058144","","","Y","1020201","Tazac Cap 150mg","五洲","Taiwan"
"Nordazepam tab 5mg","萬宇康","衛署藥製 055108","","Y","","990701","Calmday S.C. tab 5mg","Sanico N.V.","Belgium"
"Norfloxacin cap 400mg","正和","衛署藥製 042375","","Y","","870418","Baccidal tab 100mg","Kyorin","Taiwan"
"Norfloxacin cap 400mg","政德","衛署藥製 033460","","Y","","800109","Baccidal tab 100mg","Kyorin","Taiwan"
"Norfloxacin tab 100mg","正和","衛署藥製 033950","","Y","","800413","Baccidal tab 100mg","Kyorin","Taiwan"
"Norfloxacin tab 100mg","景德","衛署藥製 037309","","Y","","820730","Baccidal tab 100mg","Kyorin","Japan"
"Norfloxacin tab 100mg","榮民","衛署藥製 036772","","Y","","820921","Baccidal tab 100mg","Kyorin","Taiwan"
"Norfloxacin tab 100mg","中國化學","衛署藥製 040540","","","Y","851008","Norflodal tab 200mg","中國化學","Taiwan"
"Norfloxacin tab 100mg","生達","衛署藥製 042459","","","Y","870701","Noraxin tab 200mg","生達","Taiwan"
"Norfloxacin tab 100mg","信東","衛署藥製 043900","","","Y","890726","Baxicin tab 200mg","信東","Taiwan"
"Norfloxacin tab 100mg","政德","衛署藥製 033459","","","Y","800109","Noxacin tab 400mg","政德","Taiwan"
"Norfloxacin tab 200mg","中國化學","衛署藥製 039961","","Y","","841222","Baccidal tab 200mg","Kyorin","Japan"
"Norfloxacin tab 200mg","生達","衛署藥製 041554","","Y","","860602","Baccidal tab 200mg","Kyorin","Japan"
"Norfloxacin tab 200mg","信東","衛署藥製 043635","","Y","","890119","Baccidal tab 100mg","Kyorin","Taiwan"
"Norfloxacin tab 200mg","正和","衛署藥製 039945","","","Y","850214","N.F.S. tab 100mg","正和","Taiwan"
"Norfloxacin tab 400mg","生達","衛署藥製 042273","","","Y","870428","Noraxin tab 200mg","生達","Taiwan"
"Ofloxacin tab 100mg","中國化學","衛署藥製 039793","","Y","","841228","Tarivid tab 100mg","Daiichi","Taiwan"
"Ofloxacin tab 100mg","華興","衛署藥製 036508","","Y","","820412","Tarivid tab 100mg","Daiichi","Japan"
"Ofloxacin tab 100mg","井田","衛署藥製 041542","","","Y","860723","Oxacin tab 200mg","井田","Taiwan"
"Ofloxacin tab 100mg","信東","衛署藥製 038554","","","Y","840126","Tarivid tab 100mg","Daiichi","Japan"
"Ofloxacin tab 100mg","景德","衛署藥製 044297","","","Y","891113","Ofloxacin tab 200mg","景德","Taiwan"
"Ofloxacin tab 200mg","井田","衛署藥製 039819","","Y","","850215","Tarivid tab 200mg","Daiichi","Taiwan"
"Ofloxacin tab 200mg","信東","衛署藥製 038213","","Y","","830806","Tarivid tab 100mg","Daiichi","Japan"
"Ofloxacin tab 200mg","景德","衛署藥製 042997","","Y","","880419","Tarivid tab 200mg","Daiichi","Taiwan"
"Ofloxacin tab 200mg","中國化學","衛署藥製 042752","","","Y","871113","Oflodal tab 100mg","中國化學","Taiwan"
"Ofloxacin tab 400mg","永信","衛署藥製 039523","","Y","","841024","Tarivid tab 200mg","Daiichi","Taiwan"
"Ofloxacin tab 400mg","中國化學","衛署藥製 042765","","","Y","880112","Oflodal FC tab 100mg","中國化學","Taiwan"
"Olanzapine OD tab 5mg","中國化學","衛署藥製 056680","","Y","","1000406","Zyprexa Zydis OD tab 5mg","Catalent","UK"
"Olanzapine OD tab 5mg","躍欣","衛部藥製 058189","","Y","","1020320","Zyprexa Zydis OD tab 5mg","Catalent","UK"
"Olanzapine OD tab 5mg","台裕","衛部藥製 058204","","","Y","1021024","Olipine OD tab 10mg ＂Tai Yu＂","台裕","Taiwan"
"Olanzapine OD tab 5mg","勝群","衛部藥製 059050","","Y","","1041118","Zyprexa Zydis OD tab 5mg","Catalent UK Swindon Zydis Ltd.","UK"
"Olanzapine OD tab 10mg","躍欣","衛部藥製 058397","","","Y","1030828","Slanpine OD tab 10mg","健喬信元","Taiwan"
"Olanzapine OD tab 10mg","中國化學","衛署藥製 057321","","","Y","1001228","Olan O.D. tablets 5mg","中國化學","Taiwan"
"Olanzapine OD tab 10mg","台裕","衛署藥製 057995","","Y","","1020402","Zyprexa Zydis OD tab 10mg","Catalent","UK"
"Olanzapine OD tab 10mg","鴻汶","衛署藥輸 025901","","Y","","1050525","Zyprexa Zydis OD tab 10mg","Catalent UK Swindon Zydis Ltd.","UK"
"Olanzapine OD tab 10mg","勝群","衛部藥製 059073","","","Y","1050407","Lanapine OD tab 10mg","五洲","Taiwan"
"Olanzapine tab 5mg","聯亞","衛部藥製 058233","","","Y","1030220","Ubixa tab 10mg","聯亞","Taiwan"
"Olanzapine tab 5mg","中生","衛部藥製 058028","","Y","","1011220","ZYPREXA tab 5 mg","Lilly del Caribe Inc.","Puerto Rico"
"Olanzapine tab 5mg","南光","衛署藥製 055243","","Y","","990721","Zyprexa tab 5mg","Lilly del Caribe","Puerto Rico"
"Olanzapine tab 5mg","瑞士","衛署藥製 052617","","Y","","990310","Zyprexa tab 5mg","Eli Lilly","UK"
"Olanzapine tab 5mg","諾華","衛署藥輸 026063","","Y","","1020531","Zyprexa tab 5mg","Lilly Del Caribe Inc.","Puerto Rico"
"Olanzapine tab 10mg","吉富","衛署藥輸 025279","","Y","","990118","Zyprexa tab 10mg","Eli Lilly","UK"
"Olanzapine tab 10mg","強生","衛署藥製 056746","","Y","","1000208","Zyprexa tab 10mg","Lilly del Caribe","Puerto Rico"
"Olanzapine tab 10mg","溫士頓","衛署藥製 056799","","Y","","1001103","Zyprexa tab 10mg","Lilly del Caribe","Puerto Rico"
"Olanzapine tab 10mg","萬菱","衛署藥製 057427","","Y","","1001031","Zyprexa tab 10mg","Lilly del Caribe","Puerto Rico"
"Olanzapine tab 10mg","睿昶","衛署藥製 057964","","Y","","1020226","Zyprexa tab 10mg","Lilly Del Caribe Inc.","Puerto Rico"
"Olanzapine tab 10mg","睿昶","衛署藥製 057964","","Y","","1020226","ZYPREXA tab 10 mg","Lilly del Caribe Inc.","Puerto Rico"
"Olanzapine tab 10mg","聯亞","衛署藥製 057409","","Y","","1001212","Zyprexa tab 10mg","Lilly del Caribe Inc.","Puerto Rico"
"Olanzapine tab 10mg","南光","衛署藥製 056787","","","Y","1000223","Olanzapine tab 5mg","南光","Taiwan"
"Olanzapine tab 10mg","瑞士","衛署藥製 056645","","","Y","991007","Nodoff tab 5mg","瑞士","Taiwan"
"Olmesartan tab 20mg","臺灣三共","衛署藥輸 024497","","","Y","940311","Olmetec tab 20mg","三共","Taiwan"
"Olmesartan tab 20mg","宇碩","衛部藥製 058834","","Y","","1030523","Olmetec tab 20mg","Daiichi Sankyo Europe GmbH","Germany"
"Olmesartan tab 20mg","瑞安","衛部藥製 058768","","Y","","1040130","Olmetec tab 20mg","Daiichi Sankyo Europe GmbH","Germany"
"Olmesartan tab 20mg","健喬信元","衛部藥製 058596","","Y","","1031212","Olmetec tab 20mg","Daiichi Sankyo Europe GmbH","Germany"
"Olmesartan tab 40mg","中國化學","衛署藥製 057410","","","Y","1010827","Olsaa tab 20mg","中國化學","Taiwan"
"Olmesartan tab 40mg","永信","衛部藥製 058841","","","Y","1050324","Olmesardin tab 20mg","永信","Taiwan"
"Olmesartan tab 40mg","健喬信元","衛部藥製 059214","","","Y","1050108","Omesar tab 20mg","健喬信元健喬廠","Taiwan"
"Olmesartan tab 250mg","中國化學","衛署藥製 057234","","Y","","1010103","Olmetec tab 20mg","Daiichi Sankyo","Germany"
"Omeprazole cap 20mg","永信","衛署藥製 043445","","Y","","880930","Losec cap 20mg","Astra","Sweden"
"Omeprazole cap 20mg","生達","衛署藥製 045016","","Y","","910501","Losec cap 20mg","Astra","Sweden"
"Omeprazole cap 20mg","華興","衛署藥製 038692","","Y","","840302","Losec cap 20mg","Astra","Sweden"
"Omeprazole cap 20mg","寶齡富錦","衛署藥製 045250","","Y","","911021","Losec cap 20mg","Astra","Sweden"
"Omeprazole cap 20mg","南光","衛署藥製 044270","","","Y","900131","Okwe cap 40mg","南光","Taiwan"
"Omeprazole tab 20mg","中國生化","衛署藥製 044481","","Y","","900518","Losec cap 20mg","Astra","Sweden"
"Ondansetron tab 8mg","吉富","衛署藥輸 024856","","Y","","970523","Zofran tab 8mg","Glaxo","UK"
"Oseltamivir cap 75mg","羅氏","衛署藥輸 025285","","","Y","991001","Tamiflu cap 75mg","F. Hoffmann-La Roche","Switzerland"
"Oseltamivir cap 75mg","永信","衛部藥製 059653","","Y","","1060302","Tamiflu cap 75mg","F. Hoffmann-La Roche","Switzerland"
"Otilonium tab 40mg","永信","衛部藥製 059647","","Y","","1060105","Catilon tab 40mg","臺灣東洋六堵廠","Taiwan"
"Oxatomide tab 30mg","永信","衛署藥製 044469","","Y","","900419","Tinset tab 30mg","嬌生","Taiwan"
"Oxatomide tab 30mg","信東","衛署藥製 044807","","Y","","901212","Tinset tab 30mg","嬌生","Taiwan"
"Oxcarbazepine susp 60mg/ml","晟德","衛署藥製 052464","","Y","","980623","Trileptal Oral Susp 60mg/ml","Novartis","France"
"Oxcarbazepine tab 300mg","吉富","衛署藥輸 025486","","Y","","991111","Trileptal tab 300mg","Novartis","Italy"
"Oxcarbazepine tab 300mg","健亞","衛署藥製 047689","Y","","","940726","Trileptal tab 300mg","Novartis","Switzerland"
"Oxcarbazepine tab 300mg","健亞","衛署藥製 047689","","Y","","950102","Trileptal tab 300mg","Novartis","Switzerland"
"Pantoprazole tab 40mg","漢旭","衛署藥製 057790","","Y","","1011211","Pantoloc GR tab 40mg","Nycomed Oranienburg GmbH","Germany"
"Pantoprazole tab 40mg","十全","衛署藥製 046646","","Y","","930902","Pantoloc tab 40mg","Byk Gulden","Germany"
"Pantoprazole tab 40mg","元宙","衛署藥製 047534","","Y","","940826","Pantoloc tab 40mg","Altana","Germany"
"Pantoprazole tab 40mg","優生","衛署藥製 048190","","Y","","950815","Pantoloc tab 40mg","Altana","Germany"
"Pantoprazole EC tab 40mg","中國化學","衛署藥製 057974","","Y","","1020329","Pantoloc tab 40mg","Nycomed Oranienburg","Germany"
"Pantoprazole GR tab 40 mg","井田","衛署藥製 057351","","Y","","1010717","Pantoloc tab 40mg","Nycomed Oranienburg","Germany"
"Pantoprazole GR tab 40 mg","生達二廠","衛部藥製 059406","","Y","","1050712","Pantoloc GR tab 40mg","Nycomed Oranienburg GmbH","Germany"
"Paricalcitol cap 1mcg","美時","衛部藥製 058836","","","Y","1040716","Nephetol soft cap 4mcg","美時","Taiwan"
"Paricalcitol cap 2mcg","美時","衛部藥製 058963","","","Y","1040716","Nephetol soft cap 4mcg","美時","Taiwan"
"Paricalcitol cap 4mcg","美時","衛部藥製 058254","","Y","","1020819","Zemplar Cap 4µg","Abbott Laboratories","US"
"Paroxetine tab 20mg","十全","衛署藥製 045581","","Y","","920507","Seroxat tab 20mg","Smithkline Beecham","UK"
"Paroxetine tab 20mg","中國化學","衛署藥製 045822","","Y","","920623","Seroxat tab 20mg","Smithkline Beecham","UK"
"Paroxetine tab 20mg","生達","衛署藥製 044622","","Y","","900820","Seroxat tab 20mg","Smithkline Beecham","UK"
"Paroxetine tab 20mg","吉富","衛署藥輸 024791","","Y","","961029","Seroxat tab 20mg","Smithkline Beecham","UK"
"Paroxetine tab 20mg","華興","衛署藥製 048687","","Y","","960112","Seroxat tab 20mg","Smithkline Beecham","UK"
"Paroxetine tab 20mg","瑞士","衛署藥製 048092","","Y","","950511","Seroxat tab 20mg","Smithkline Beecham","UK"
"Paroxetine tab 20mg","鴻汶","衛署藥輸 024460","","Y","","950321","Seroxat tab 20mg","Smithkline Beecham","UK"
"Pentosan polysulfate sodium cap 100mg","弘如洋","衛署藥製 057862","","","Y","1001107","Elmiron cap 100mg","IVAX PHARMACEUTICALS INC.","US"
"Perindopril tab 4mg","永信","衛署藥製 049904","","Y","","971223","Acertil tab 4mg","Les Lab Servier","France"
"Perindopril tab 4mg","健喬信元","衛署藥製 049178","","Y","","961119","Acertil tab 4mg","Les Lab Servier","France"
"Perindopril tab 4mg","躍欣","衛署藥製 048972","","Y","","960807","Acertil tab 4mg","Les Lab Servier","France"
"Perindopril tab 8mg","瑞安","衛署藥製 054966","","Y","","990416","Acertil tab 8mg","Les Lab Servier","France"
"Perindopril tab 8mg","躍欣","衛署藥製 057413","","","Y","1010710","Perdopril tab 4mg","聯亞","Taiwan"
"Perindopril tab 8mg","五洲","衛部藥製 058258","","Y","","1030319","Acetril tab 8mg","Les Laboratoires Servier Ind.","France"
"Perindopril/ Indapamide tab 4mg/1.25mg","瑞士","衛署藥製 049756","","Y","","971022","Bi Preterax tab 4mg / 1.25mg","Les Lab Servier","France"
"Pilocarpine tab 5 mg","漢欣","衛署藥製 056778","","Y","","1000909","Salagen tab 5mg","Patheon YM Inc.","Canada"
"Pioglitazone tab 15mg","五洲","衛署藥製 056692","","","Y","1000527","U-CHU Piozon tab 30mg","五洲","Taiwan"
"Pioglitazone tab 15mg","培力","衛署藥製 049500","","","Y","970530","Pioglitazone tab 30mg","培力","Taiwan"
"Pioglitazone tab 15mg","瑞士","衛署藥製 050043","","","Y","971229","Befree tab 30mg","瑞士","Taiwan"
"Pioglitazone tab 15mg","瑩碩","衛署藥製 050130","","","Y","980427","Anxotos tab 30mg","羅得","Taiwan"
"Pioglitazone tab 15mg","中國化學","衛署藥製 057769","","","Y","1010706","Glitos tab 30mg","中國化學","Taiwan"
"Pioglitazone tab 30mg","十全","衛署藥製 049581","","Y","","970701","Actos tab 30mg","Takeda","Japan"
"Pioglitazone tab 30mg","中國化學","衛署藥製 048098","","Y","","950110","Actos tab 30mg","Takeda","Japan"
"Pioglitazone tab 30mg","五洲","衛署藥製 049429","","Y","","970125","Actos tab 30mg","Takeda","Japan"
"Pioglitazone tab 30mg","世強","衛署藥製 048753","","Y","","951205","Actos tab 30mg","Takeda","Japan"
"Pioglitazone tab 30mg","正和","衛署藥製 049549","","Y","","970619","Actos tab 30mg","Takeda","Japan"
"Pioglitazone tab 30mg","生達","衛署藥製 048007","","Y","","950523","Actos tab 30mg","Takeda","Japan"
"Pioglitazone tab 30mg","信東","衛署藥製 049560","","Y","","970401","Actos tab 30mg","Takeda","Japan"
"Pioglitazone tab 30mg","健喬信元","衛署藥製 049085","","Y","","960919","Actos tab 30mg","Takeda","Japan"
"Pioglitazone tab 30mg","培力","衛署藥製 049116","","Y","","961012","Actos tab 30mg","Takeda","Japan"
"Pioglitazone tab 30mg","瑞士","衛署藥製 049119","","Y","","961012","Actos tab 30mg","Takeda","Japan"
"Pioglitazone tab 30mg","榮民","衛署藥製 052589","","Y","","990312","Actos tab 30mg","Takeda","Japan"
"Pioglitazone tab 30mg","瑩碩","衛署藥製 048057","","Y","","950303","Actos tab 30mg","Takeda","Japan"
"Pioglitazone tab 30mg","優生","衛署藥製 055275","","Y","","981130","Actos tab 30mg","Takeda","Japan"
"Pioglitazone tab 30mg","躍欣","衛署藥製 048333","","Y","","951011","Actos tab 30mg","Takeda","Japan"
"Pioglitazone tab 30mg","國嘉","衛部藥製 058410","","Y","","1001123","Actos tab 30mg","Daito Corporation","Japan"
"Pioglitazone/Metformin tab 15mg/850mg","永信","衛署藥製 057799","","Y","","1011123","Actoplus Met tab 15/850mg","Takeda Pharmaceutical Company Limited (Osaka Plant)","Japan"
"Pioglitazone/Metformin tab 15mg/850mg","生達二廠","衛部藥製 059393","","Y","","1051110","Actosmet tab 15/850mg","Takeda Pharmaceutical Company Limited (Osaka Plant)","Japan"
"Pioglitazone/Metformin tab 15mg/850mg","健喬信元","衛部藥製 059362","","Y","","1050722","Actosmet tab 15/850mg","Takeda Pharmaceutical Company Limited (Osaka Plant)","Japan"
"Piperacillin / Tazobactam Lyo for inj 2g /0.25g","中國化學","衛署藥製 051036","","Y","","990414","Tazocin Lyo for Inj 2g/0.25g","Wyeth","US"
"Piperacillin / Tazobactam Lyo for inj 2g /0.25g","永信","衛署藥製 045704","","Y","","1030502","Tazocin Lyo for Inj 2g/0.25g","輝瑞","Taiwan"
"Piperacillin / Tazobactam Lyo for inj 4g /0.25g","永信","衛署藥製 055966","","Y","","1030605","Tazocin Lyo for Inj 2g/0.25g","輝瑞","Taiwan"
"Piperacillin inj 2g","中國化學","衛署藥製 042828","","Y","","871202","Pipril inj 2g","Cyanamid","Taiwan"
"Piperacillin inj 2g","永信","衛署藥製 029791","","Y","","800206","Pipril inj 2g","Cyanamid","Taiwan"
"Pitavastatin tab 1mg","生達","衛部藥製 058527","","","Y","1030430","Pitastatin tab 4mg","生達二廠","Taiwan"
"Pitavastatin tab 2mg","友霖","衛署藥製 057372","","Y","","1010410","Livalo tab 2mg","Kowa","Japan"
"Pitavastatin tab 2mg","中國化學","衛部藥製 058648","","Y","","1030728","Livalo tab 2mg","Kowa Company Ltd","Japan"
"Pitavastatin tab 2mg","生達","衛部藥製 058526","","","Y","1031117","Pitastatin tab 4mg","生達二廠","Taiwan"
"Pitavastatin tab 2mg","健喬信元","衛部藥製 059398","","","","1050421","Livalo tab 2mg","Kowa Company Ltd","Japan"
"Pitavastatin tab 4mg","中國化學","衛部藥製 058633","","","Y","1040211","Pitarty tab 2mg","中國化學新豐廠","Taiwan"
"Pitavastatin tab 4mg","保瑞","衛部藥製 058078","","Y","","1020422","Livalo tab 2mg","Kowa Company Ltd","Japan"
"Pramipexole tab 0.25mg","五洲","衛部藥製 058034","","Y","","1020206","Mirapex tab 0.25mg","Boehringer Ingelheim","Germany"
"Pravastatin tab 10mg","永信","衛署藥製 048469","","Y","","951130","Mevalotin tab 10mg","Sankyo","Taiwan"
"Pravastatin tab 10mg","信東","衛署藥製 046029","","Y","","921024","Mevalotin tab 10mg","Sankyo","Japan"
"Pravastatin tab 10mg","台灣三共","衛署藥製 044139","","","Y","891117","Mevalotin tab 10mg","Sankyo","Japan"
"Pravastatin tab 10mg","優良","衛署藥製 046022","","","Y","920728","Mevalotin tab 10mg","Sankyo","Taiwan"
"Pravastatin tab 20mg","五洲","衛署藥製 048681","","Y","","960209","Mevalotin tab 20mg","Sankyo","Germany"
"Pravastatin tab 20mg","永信","衛署藥製 048644","","Y","","960109","Mevalotin tab 20mg","Sankyo","Germany"
"Pravastatin tab 20mg","生達","衛署藥製 048586","","Y","","960130","Mevalotin tab 20mg","Sankyo","Germany"
"Pravastatin tab 20mg","瑩碩","衛署藥製 047341","","Y","","940525","Mevalotin tab 20mg","Sankyo","Germany"
"Pravastatin tab 20mg","台灣三共","衛署藥製 046645","","","Y","930205","Mevalotin tab 20mg","Sankyo","Germany"
"Pravastatin tab 20mg","永勝","衛署藥製 057741","","","Y","1010303","Pravastatin tab 40mg","永勝","Taiwan"
"Pravastatin tab 20mg","信東","衛署藥製 049021","","","Y","950914","Pratin tab 10mg","信東","Taiwan"
"Pravastatin tab 20mg","南光","衛署藥製 049503","","","Y","970606","Dehypotin tab 40mg","南光","Taiwan"
"Pravastatin tab 20mg","瑩碩","衛署藥製 048513","","","Y","951201","Melstatin tab 40mg","瑩碩","Taiwan"
"Pravastatin tab 40mg","永信","衛署藥製 048684","","Y","","960413","Mevalotin tab 40mg","Sankyo","Germany"
"Pravastatin tab 40mg","永勝","衛署藥製 052581","","Y","","990310","Mevalotin Protect tab 40mg","Daiichi Sankyo","Germany"
"Pravastatin tab 40mg","信東","衛署藥製 049454","","Y","","970117","Mevalotin tab 40mg","Daiichi Sankyo","Germany"
"Pravastatin tab 40mg","南光","衛署藥製 049143","","Y","","960926","Mevalotin tab 40mg","Sankyo","Germany"
