回收分級,文號,日期,產品,許可證字號,批號,許可證持有者,原因,
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂葡萄糖注射液５０％","衛署藥製字第033757號","2157201、4157201、5157201-5157204、6157201-6157204","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂癒尿酸錠１００公絲（本補麻隆）","衛署藥製字第044140號","4223201、5223201-5223202","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂ 暢脈 膜衣錠40毫克","衛署藥製字第048584號","2237204-2237205、3237201-3237207、4237201-4237207、5237201-5237203、5237206-5237207、5237209","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","〝大豐〞凱托洛克 靜脈注射液 30 毫克/毫升","衛署藥製字第049077號","3241203-3241204、4241201-4241203、5241201-5241206、6241201-6241203","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","“大豐”抒敏膜衣錠 180 毫克","衛署藥製字第055916號","4253201、4253203-4253207、5253211-5253212、6253204、6253206","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂莫林錠１０毫克(多普利杜)","衛署藥製字第032834號","2116202-2116209、3116201、3116203、3116205、4116201-4116206、5116201-5116202、5116204-5116205、5116209","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","“大豐”安利脂膜衣錠40毫克","衛署藥製字第052301號","有效期限2017年11月02日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂北進＂ 齊歐非尼可膠囊250公絲（喜黴素）","衛署藥製字第019970號 ","2001601、3010602、3010603、4010601、4010603","北進國際有限公司","大豐製藥股份有限公司未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月19日FDA風字第1056027940號(食藥署風管組)","2016-05-19","＂仙台＂惠止痛錠500毫克（對位乙醯氨基酚） PACETON TANBLETS 500MG (ACETAMINOPHEN) ＂SENTAI＂","衛署藥製字第036786號","40105","仙台藥品工業股份有限公司","含量測定結果與規格不符。",
"2","105年7月1日FDA藥字第1050027298號(食藥署藥品組)","2016-07-21","＂優生＂尿適膜衣錠200公絲(福來沃賽) GENXATE F.C. TABLETS 200MG ＂Y.S.＂ (FLAVOXATE)","衛署藥製字第031853號","EL94","優生製藥廠股份有限公司","廠商主動通報，說明案內批號藥品顏色異常",
"","105年8月10日 FDA藥字第1056047357號(食藥署藥品組)","2016-08-18","＂科基＂血凝素第八因子注射劑(重組體) KOGENATE FS, ANTIHEMOPHILIC FACTOR (RECOMBINANT), FORMULATED WITH SUCROSE","衛署菌疫輸字第000641號","","臺灣拜耳股份有限公司","廠商主動通報，說明藥品於長期安定性試驗結果發現主成分含量趨近於原核准規格下限",
"","105年8月10日 FDA藥字第1056047357號(食藥署藥品組)","2016-08-18","＂科基＂ 血凝素第八因子注射劑(重組體)500 IU/vial KOGENATE FS, ANTIHEMOPHILIC FACTOR (RECOMBINANT), FORMULATED WITH SUCROSE, 500 IU/vial","衛署菌疫輸字第000642號","500IU包裝批號:270PCP1、270R83T、270R551、270RJ5N、270T2TC、270RTPL、270PP43、270P8V4、270P410、270NTPL","臺灣拜耳股份有限公司","廠商主動通報，說明藥品於長期安定性試驗結果發現主成分含量趨近於原核准規格下限",
"","105年8月10日 FDA藥字第1056047357號(食藥署藥品組)","2016-08-18","＂科基＂ 血凝素第八因子注射劑(重組體)250IU/瓶 KOGENATE FS, ANTIHEMOPHILIC FACTOR (RECOMBINANT), FORMULATED WITH SUCROSE, 250 IU/VIAL","衛署菌疫輸字第000740號","250IU包裝批號:270PCN7、270T393、270TN12、270RV8W、270RPTH、270R7NJ、270R9X4、270PWLW","臺灣拜耳股份有限公司","廠商主動通報，說明藥品於長期安定性試驗結果發現主成分含量趨近於原核准規格下限",
"第二級","FDA風字第1050042359號","2016-10-13","喉爾爽舌錠0.5公絲（杜每芬）","衛署藥製字第038139號","X01A","中美兄弟製藥股份有限公司","產品含量測定結果與規格不符。",
"2","105年10月7日 FDA藥字第1051410909號(食藥署藥品組)","2016-10-13","安世多阿米諾思錠0.3公克 ACETAMINOPHEN TABLETS 0.3 GM ＂F.Y.＂","衛署藥製字第000076號","AC3401","福元化學製藥股份有限公司","藥品經檢驗，溶離度試驗結果未符合原核准規格",
"2","FDA風字第1031103297號書函","2014-07-08","固爾康液","衛署藥製字第019067號","1030310","木村藥化企業股份有限公司","產品庫存與賬卡不符",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂ 護胃治定注射液10毫克/毫升(發模梯定)","衛署藥製字第047442號","4228201-4228202、5228201-5228203","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂力及美壯注射液１毫克/毫升","內衛藥製字第008799號","3060701、5060701","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","〝大豐〞保可寧注射液 5 毫克/毫升","衛署藥製字第049247號","3243201、4243201、5243201","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"","部授食字第1031400054號","2014-01-08","降壓英達緩釋錠1.5毫克 Indax SR Tablets 1.5mg","衛署藥製字第048353","A397、A398、A399、A548、A549、B099、B100、B101、B733、B734、C524","五洲製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"","部授食字第1031400052號","2014-01-08","過敏貝斯錠10毫克 U-Chu Ebastin Tablets 10mg","衛署藥製字第047950號","A038、A039、A040、A244、A245、A246、B305、B306、B307、C064、C065、C240、C448、C449","五洲製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"","部授食字第1031400046號","2014-01-08","＂五洲＂ 過敏樂雷錠１０公絲 ＂U-CHU＂ LORATADINE TABLETS 10MG","衛署藥製字第044803號","K052、A153、A237、A238、A239、A240、A380、A381、A382、A383、A384、A385","五洲製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"","部授食字第1031400056號","2014-01-08","腸立挺錠100 毫克 Trimetin Tablets 100 mg (Trimebutine)","衛署藥製字第048881號","A730、A731、A732、B691、B692、C097、C285、C471","五洲製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"第2級","部授食字第1031100131號","2014-01-13","＂瑞安＂安樂平膜衣錠100公絲","衛署藥製字第032322號","0171、0172","瑞安大藥廠股份有限公司","溶離度試驗結果與原規格不符",
"2","FDA藥字第1024025870號書函","2014-01-08","肝得健軟膠囊Essene Soft Capsules","衛署藥製字第055273號","M0107、N0101及N0201","歐舒邁克有限公司","例行安定性試驗時發現所含成分 Cyanocobalamin含量已低於原核准規格",
"2","FDA藥字第1031401465號書函","2014-02-11","Imukin Solution for Injection 0.1 mg/0.5 mL","","批號202794、204754、204754D及301147A","台灣百靈佳殷格翰股份有限公司","於例行安定性試驗時疑似發現不純物。",
"","","2014-02-13","救痛藥布CHIT PAP","衛署藥製字第040929號","02662241","得生製藥股份有限公司","外包裝標示＂成藥＂與原核准＂指示用藥＂不符。",
"2","FDA藥字第1031401729號書函","2014-02-21","＂永豐＂生理食鹽水注射液 SODIUM CHLORIDE INJECTION ＂Y.F.＂","衛署藥製字第001085號","124A27C","永豐化學工業股份有限公司","異物混入藥品內(不良品通報)",
"2","FDA藥字第1030007457號書函","2014-02-25","＂十全＂脂必清膠囊200毫克Fenofibrate Capsule 200mg ＂S.C.＂","衛署藥製字第056754號","12M38、12N59、12N60","十全實業股份有限公司","例行安定性試驗時，發現溶離度試驗結果未符規格。(主動回收)",
"","FDA藥字第1039004543號書函","2014-03-12","＂十全＂ 得利糖錠５００毫克(二甲二脈) BENTOMIN TABLETS 500MG ＂S.C.＂ (METFORMIN)","衛署藥製字第040047號","14A26","十全實業股份有限公司","處方未經核准變更原登記事項",
"","FDA藥字第1039004543號書函","2014-03-12","＂十全＂ 拔憂膜衣膜２０公絲 PAROXE F.C. TABLETS 20MG","衛署藥製字第045581號","14B35、14B36","十全實業股份有限公司","處方未經核准變更原登記事項",
"2","部授食字第1031400976A號","2014-02-24","氯黴素膠囊 KEROMYCIN CAPSULES","內衛藥製字第003210號","全部批號產品","中國化學製藥股份有限公司新豐工廠","藥品安全及療效再評估未獲通過",
"2","部授食字第1031400976A號","2014-02-24","氯黴素膠囊（氯絲菌素）CHLORAMPHENICOL CAPSULES","衛署藥製字第023653號","全部批號產品","元宙化學製藥股份有限公司","藥品安全及療效再評估未獲通過",
"2","部授食字第1031400976A號","2014-02-24","氯絲菌素糖漿CHLORAMPHENICOL PALMITATE SYRUP ＂LITA＂","內衛藥製字第015085號","全部批號產品","利達製藥股份有限公司","藥品安全及療效再評估未獲通過",
"2","部授食字第1031400976A號","2014-02-24","百氯素膠囊２５０公絲HINICOL CAPSULES 250MG","衛署藥製字第033592號","全部批號產品","永豐化學工業股份有限公司","藥品安全及療效再評估未獲通過",
"2","部授食字第1031400976A號","2014-02-24","氯黴素膠囊CHLORAMPHENICOL CAPSULES","內衛藥製字第002517號","全部批號產品","信隆藥品工業股份有限公司","藥品安全及療效再評估未獲通過",
"2","部授食字第1031400976A號","2014-02-24","氯黴素膠囊CHLORMYCIN CAPSULES ＂KINGDOM＂","內衛藥製字第007151號","全部批號產品","景德製藥股份有限公司","藥品安全及療效再評估未獲通過",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂林可淨注射液３００毫克/毫升","衛署藥製字第025595號","有效期限2021年03月06日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"2","部授食字第1031102182號函","2014-05-14","安博黴素注射劑500公絲；＂永豐＂芐基青黴素鈉注射液用粉","衛署藥製字第001853號；衛署藥製字第014756號","032H28A-032H68A、032H77A-032I52A(共117批)；043M09A-043N01A(共93批)","永豐化學工業股份有限公司","乾粉注射劑藥品無菌充填工程中，充填組件（充填盤、充填針、藥粉儲存桶及下料攪拌器等）及器械僅以乾熱滅菌121℃, 45分鐘，粉末充填機膠栓送料盤及軌道僅以70%酒精消毒液擦拭，未予滅菌，亦未執行滅菌過程確效，無法確保其無菌狀態，導致相關無菌產品之品質疑慮。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂解暈糖漿３毫克/毫升（氯苯/二苯安明）","衛署藥製字第028617號","2048202、3048201、4048201-4048203、5048201-5048203、6048201","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂治腫痛膠囊２００公絲（福納密）","衛署藥製字第028619號","2035201、3035201-3035202、4035201-4035202","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂感咳效膠囊","衛署藥製字第028622號","2029203-2029205、4029201-4029205、5029203-5029207","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂ 滅痢必能注射液","衛署藥製字第033560號","3135207-3135209、4135209、5135223-5135225","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"2","FDA藥字第1030020967號書函","2014-05-21","鋅復原膜衣錠 CELREPAIR F.C. TABLETS","衛署藥製字第039238號","334-1201","寶齡富錦生技股份有限公司 ","於例行安定性試驗時發現所含成分 Calcium pantothenate含量已低於原核准規格",
"2","FDA藥字第1036027560號書函","2014-05-23","心得利長效錠NIFEHEXAL RETARD","衛署藥輸字第018413號","CK4026、BD3751、CD0803、CD0804、CG0338、DW9894","台灣諾華股份有限公司","於例行安定性試驗時，發現溶離度試驗結果已不符原核准規格 (批號CK4026產品)，或於有效期限內有低於原核准規格之疑慮(批號BD3751、CD0803、CD0804、CG0338、DW9894產品)",
"2","FDA風字第1031102475號函","2014-05-26","博格斯錠100毫克","衛署藥製字第051205號","LJ1030、LJ1032","新喜國際企業股份有限公司","持續性安定性試驗，檢驗結果不合格",
"2","FDA風字第1031102475號函","2014-05-25","舒妙達錠4公絲","衛署藥製字第035146號","LB1221","新喜國際企業股份有限公司","持續性安定性試驗，檢驗結果不合格",
"2","FDA風字第1031102475號函","2014-05-26","＂新喜＂僻痛膠囊１０公絲","衛署藥製字第026491號","LI1502","新喜國際企業股份有限公司","持續性安定性試驗，檢驗結果不合格",
