標題,連結,發布日期
"【藥物食品安全週報第470期 二、強化食安 8項安全措施】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=715&chk=4F4A8EDC-6DB7-4253-8C0D-9F90E52BCD8C&mid=138&name=fdContent","2014-09-19"
"【藥物食品安全週報第470期 三、正確用油8大招】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=714&chk=1EE94960-37D2-4D7C-9F83-29BF93AD698A&mid=138&name=fdContent","2014-09-19"
"【藥物食品安全週報第470期 五、食藥署檢驗力獲國際肯定】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=717&chk=357A279C-9855-4BC4-A98A-1DA919FC7F0F&mid=138&name=fdContent","2014-09-19"
"【藥物食品安全週報第470期 四、挑對人工水晶體！】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=716&chk=72FFC1CF-4132-4F56-BBCF-B31EE6F30DE3&mid=138&name=fdContent","2014-09-19"
"【藥物食品安全週報第471期 一、咖啡因不過量 看清紅黃綠標示 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=718&chk=F7CC1A6E-E246-4501-983C-A8A947241C43&mid=138&name=fdContent","2014-09-25"
"【藥物食品安全週報第471期 二、採買做公益 招募食安志工 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=719&chk=C1535354-77DE-4C21-A940-FF3D3C6F10A3&mid=138&name=fdContent","2014-09-25"
"【藥物食品安全週報第471期 三、破除「聰明藥」迷思—認識Methylphenidate 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=720&chk=06C4BD47-A839-4044-8BB8-F6462116CAC9&mid=138&name=fdContent","2014-09-25"
"【藥物食品安全週報第471期 五、九大食品業者 將納入追溯系統管理 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=722&chk=4B28C440-3961-4238-8FE3-BC7B9E6E203E&mid=138&name=fdContent","2014-09-25"
"【藥物食品安全週報第471期 四、台灣加入PIC/S組織 製藥品質「躍」向國際】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=721&chk=9574CD97-D52F-4C37-8D8F-4A6F12C63B79&mid=138&name=fdContent","2014-09-25"
"【藥物食品安全週報第472期 一、重陽節敬老 保健膝關節】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=723&chk=717F83B7-A94B-45A1-A432-BAE6DEB133EB&mid=138&name=fdContent","2014-10-03"
"【藥物食品安全週報第472期 二、施打退燒針 小心休克風險】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=724&chk=070EB8D2-9FD7-40D3-960D-7800AF1E1EA5&mid=138&name=fdContent","2014-10-03"
"【藥物食品安全週報第472期 三、認識「健康食品」標章！】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=725&chk=34759945-080F-4DA1-8800-CA07B65FF2F7&mid=138&name=fdContent","2014-10-03"
"【藥物食品安全週報第472期 五、銷毀問題產品 劣質豬油OUT!】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=727&chk=7664455E-E527-4E4D-B79A-1103AA98D434&mid=138&name=fdContent","2014-10-03"
"【藥物食品安全週報第472期 四、秋冬流感高峰 接種疫苗品質嚴把關 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=726&chk=C888FA22-C416-4BE6-9C82-006EFBF5A4E2&mid=138&name=fdContent","2014-10-03"
"【藥物食品安全週報第473期 二、久戴隱形眼鏡未清潔 養「蟲」為患損視力】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=729&chk=98BA064A-2B38-41B7-B7C7-BDE5FE5F3704&mid=138&name=fdContent","2014-10-09"
"【藥物食品安全週報第473期 四、銀杏針補腦？當心副作用】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=731&chk=5ACEE96D-DF4B-4259-8895-6F8622028561&mid=138&name=fdContent","2014-10-09"
"【藥物食品安全週報第473期 一、食品產業專門職業生力軍 產業服務再升級 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=728&chk=94FD9FA8-D221-4C5C-B8EB-286FC7956402&mid=138&name=fdContent","2014-10-09"
"【藥物食品安全週報第473期 三、「徵的好美─化粧品安全創意短片徵選」活動開跑！】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=730&chk=F3101D8A-DB59-4791-851F-79A78EAA0DBC&mid=138&name=fdContent","2014-10-09"
"【藥物食品安全週報第473期 五、食藥署黃麴毒素檢驗能力 獲國際肯定】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=732&chk=D6BCA9AF-89AF-4FD1-BB0E-0868F109887A&mid=138&name=fdContent","2014-10-09"
"【藥物食品安全週報第474期 一、劣質豬油事件 問與答(續)】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=733&chk=E793D4FF-6F4F-46EB-A862-AF3185BB5862&mid=138&name=fdContent","2014-10-17"
"【藥物食品安全週報第474期 二、化粧品的防腐劑迷思】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=734&chk=AF47D56F-7183-4F68-B937-FB677670F993&mid=138&name=fdContent","2014-10-17"
"【藥物食品安全週報第474期 三、食品登錄輕鬆GO】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=735&chk=18FD599B-C4F4-4442-8648-74A2A1FF1FA9&mid=138&name=fdContent","2014-10-17"
"【藥物食品安全週報第474期 五、「五加一」重點食品 強制檢驗年底上路】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=737&chk=B786B731-2F5C-4AD9-868E-A43414DDC8B1&mid=138&name=fdContent","2014-10-17"
"【藥物食品安全週報第474期 四、正確使用幼兒退燒藥】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=736&chk=87DE5DBF-28CA-4CD0-BB83-04EE8973EBE7&mid=138&name=fdContent","2014-10-17"
"【藥物食品安全週報第475期 三、養生進補 認清醫療效能食品騙局 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=740&chk=CA4183AB-CFCA-4B8A-8FB3-4FAE52A2B0D6&mid=138&name=fdContent","2014-10-24"
"【藥物食品安全週報第475期 一、全力推動修正 食品安全衛生管理法 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=738&chk=B94117F8-C9D7-42D4-A506-C836C6146FC3&mid=138&name=fdContent","2014-10-24"
"【藥物食品安全週報第475期 二、強化實驗室認證管理法規】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=739&chk=0B66B990-9CB9-418F-8FE7-61BB0C6C15D3&mid=138&name=fdContent","2014-10-24"
"【藥物食品安全週報第475期 五、攙偽檢驗生力軍-元素分析儀串聯同位素比值質譜儀】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=742&chk=5629C386-1716-4ED9-8FC3-521B5ED7DCC4&mid=138&name=fdContent","2014-10-24"
"【藥物食品安全週報第475期 四、當心抗生素交叉過敏反應】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=741&chk=307DA741-497A-4F9A-8448-3A43C9E0C72F&mid=138&name=fdContent","2014-10-24"
"【藥物食品安全週報第476期 二、食品業者及早登錄 輸入報驗好通行 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=744&chk=1DAE1764-2338-46BC-BA65-14B6380E9A9E&mid=138&name=fdContent","2014-10-31"
"【藥物食品安全週報第476期 三、認識Pentylone-濫用「卡西酮類」恐喪命 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=745&chk=F9E5E0B0-9357-42D4-8DE5-FAC82B6FA4B3&mid=138&name=fdContent","2014-10-31"
"【藥物食品安全週報第476期 四、落實PIC/S GMP 強化藥品產銷管控】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=746&chk=0F557C55-EAA3-4A60-ACCF-410E83D8E10B&mid=138&name=fdContent","2014-10-31"
"【藥物食品安全週報第476期 一、呼吸道守護者-醫用口罩 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=743&chk=8FB4824E-3BDA-45BE-BA3D-F5D5B8F866AB&mid=138&name=fdContent","2014-10-31"
"【藥物食品安全週報第476期 五、資本額三千萬元以上的食用油脂製造業者 10月31日起實施強制性檢驗】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=747&chk=85992052-50A5-48E7-9344-D820C83CA219&mid=138&name=fdContent","2014-10-31"
"【藥物食品安全週報第477期 一、新興濫用藥物毒害飆升 遠離「喵喵」、「浴鹽」！】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=749&chk=4C8DF801-6ECA-4060-835F-02009E651558&mid=138&name=fdContent","2014-11-07"
"【藥物食品安全週報第477期 二、你吃對胃藥了嗎？】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=750&chk=956A7712-C92C-46C0-AF34-81DE68A2F3C5&mid=138&name=fdContent","2014-11-07"
"【藥物食品安全週報第477期 三、驗孕三部曲 測出好「孕」到！ 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=751&chk=D55588C2-F8B6-4581-AB42-C068CFBED32D&mid=138&name=fdContent","2014-11-07"
"【藥物食品安全週報第477期 四、食藥署查察越南油脂案絕無拖延】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=752&chk=9A6EF069-5A9D-4C12-87CF-71EDBF3B47A1&mid=138&name=fdContent","2014-11-07"
"【藥物食品安全週報第478期 一、少吃人工食用色素 選擇天然最安心】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=753&chk=DAE8A315-DB12-44CC-86C4-70BC35618A38&mid=138&name=fdContent","2014-11-14"
"【藥物食品安全週報第478期 二、「兩認明 兩要求」 選對實驗室有撇步！】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=754&chk=A7437DA1-EFC9-4D02-BD51-96E6C5119582&mid=138&name=fdContent","2014-11-14"
"【藥物食品安全週報第478期 三、食品業者務必使用完整標示、符合規格標準且完成登錄之食品添加物】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=755&chk=7D1BD5D6-3368-418A-966A-6A489554BD86&mid=138&name=fdContent","2014-11-14"
"【藥物食品安全週報第478期 四、建立9類食品業者 產品追溯追蹤機制】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=756&chk=9D7C78EA-4B4C-4AF3-894D-1F9E710544A2&mid=138&name=fdContent","2014-11-14"
"【藥物食品安全週報第479期 一、使用低週波治療器3要訣】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=757&chk=04B4BD17-0B8D-4943-B123-4E6FC689F9FC&mid=138&name=fdContent","2014-11-21"
"【藥物食品安全週報第479期 二、嚴加督導守護用血安全】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=758&chk=0776E9A2-B11C-45E7-BE60-191B14622948&mid=138&name=fdContent","2014-11-21"
"【藥物食品安全週報第479期 三、食品安全衛生管理法修法 重振食安信心及秩序】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=759&chk=81F96AC9-95A8-4CC8-B2C5-64D682406533&mid=138&name=fdContent","2014-11-21"
"【藥物食品安全週報第480期 二、推動餐飲業HACCP衛生評鑑 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=761&chk=90C45F14-08FE-4A23-BE41-8BE84771F75B&mid=138&name=fdContent","2014-11-28"
"【藥物食品安全週報第480期 三、當心網路訊息「毒」害！ 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=762&chk=6C7F6519-0655-4ECC-AA81-A905FB4F13F6&mid=138&name=fdContent","2014-11-28"
"【藥物食品安全週報第480期 五、可樂中食品添加物檢驗技術獲國際肯定】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=764&chk=B387AE2A-ECDC-4F16-8174-4E053EF3DCB1&mid=138&name=fdContent","2014-11-28"
"【藥物食品安全週報第480期 四、杜絕黑心原料！GMP為用藥安全把關 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=763&chk=60C4B4F2-F5D8-438F-8154-01571B5212F7&mid=138&name=fdContent","2014-11-28"
"【藥物食品安全週報第480期 一、2014食品藥物管理署年報創刊號出爐！】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=760&chk=BAB93678-05BD-402C-99BE-156D95513B17&mid=138&name=fdContent","2014-11-28"
"【藥物食品安全週報第481期 二、新成分鴉片類長效錠 癌友止痛新選擇】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=766&chk=1CA5FBA7-96F8-4FE0-A99D-6CC218A6DDFD&mid=138&name=fdContent","2014-12-05"
"【藥物食品安全週報第481期 三、預告大型魚類甲基汞限值下修至1ppm】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=767&chk=4B994F68-A390-4DB5-936F-F19C0D9620FD&mid=138&name=fdContent","2014-12-05"
"【藥物食品安全週報第481期 一、DIY化粧品行不行？】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=765&chk=E8D068D0-7E76-4898-B47C-0E7E5CB43622&mid=138&name=fdContent","2014-12-05"
"【藥物食品安全週報第482期 一、耳溫槍快速又便利 看清說明正確使用】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=768&chk=FCF6C333-D20B-4857-BA8D-17D4865E3FE5&mid=138&name=fdContent","2014-12-12"
"【藥物食品安全週報第482期 二、食品業者基本功—落實「食品良好衛生規範準則」】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=769&chk=8C292640-44B6-4707-97FD-18BB366EA60E&mid=138&name=fdContent","2014-12-12"
"【藥物食品安全週報第482期 三、呼「麻」成癮問題多】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=770&chk=098D0A70-4CD9-427E-90B7-7EEE69AFA3DF&mid=138&name=fdContent","2014-12-12"
"【藥物食品安全週報第483期 一、添加物業者不忘登錄拒用非法添加物 二、由協助者操作之爬梯機改列第一等級醫材 三、圍爐慎選火鍋料 多蔬食少肉最健康】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=10&chk=86FEB69F-719D-47ED-A648-B7171CE0AD3D","2014-12-19"
"【藥物食品安全週報第484期 一、104年上路的食品安全管理新措施 二、電動代步車—安全行七要訣 三、深海魚種多 誤食恐中毒】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=11&chk=B49201BC-8DEE-4033-AD9E-B3246CBE3198","2014-12-26"
"【藥物食品安全週報第485期 一、澄清「越南輸台茶葉含戴奧辛」報導 二、認識蒸氣滅菌鍋 三、提升西藥產製標準 全面實施PIC/S GMP】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=12&chk=5A70C495-7DA3-4E75-A0BB-D5C468A12420","2014-12-31"
"【藥物食品安全週報第486期 一、年節郵購應景食品 業者應充分揭露商品資訊 二、從愛出發 簡化罕病用藥認定及核價流程 三、檢驗雙酚A溶出量 食藥署嚴把關】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=14&chk=DD7AE767-0754-4E86-AC15-8D69E66332E7","2015-01-09"
"【藥物食品安全週報第487期 一、遠離禽流感 二、處理「廢棄藥品」 落實分類回收 三、吃鍋少碰麻辣燙】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=17&chk=BE3B8BC3-AE4D-4137-B289-DAA1AB2858C4","2015-01-16"
"【藥物食品安全週報第488期 一、看清食品標示 享受年節好「食」光 二、問清楚多比較 植牙留意3步驟 三、善待實驗動物 GLP列入查核計畫！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=18&chk=6944D290-108D-4BCF-8899-1E85461CB677","2015-01-22"
"【藥物食品安全週報第489期 一、處理禽肉多用心，禽流感不來好放心 二、自我藥療將上路 輕症者可買非處方藥 三、美容「針」工夫 選用合法肉毒桿菌毒素】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=19&chk=B38AA535-72BA-4832-84CF-E7368433F7ED","2015-01-29"
"【藥物食品安全週報第490期 一、化粧品年終大掃除 二、看清食品標示，練腦力顧健康 三、減肥零食可瘦身？當心網路購物陷阱】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=20&chk=F6B59C0D-4679-4B25-84D1-AC3EB436175B","2015-02-05"
"【藥物食品安全週報第491期 一、進口美國牛雜疑義說分明 二、飲品包藏毒，新春歡聚不「藥」high 三、掌控高風險食品流向，追溯管理機制上路】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=21&chk=2215EA60-2F48-4AAC-87D5-4827B2CE40D5","2015-02-13"
"【藥物食品安全週報第492期 一、健康食品「停、看、聽」 二、反菸、拒檳毒 健康企業總動員 三、用藥安全5撇步】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=22&chk=72C96622-C8E0-442B-BAD8-F9F2AFD9807E","2015-02-17"
"【藥物食品安全週報第494期 一、購買牛肉食品 認清產地標示 二、日本腦炎疫苗打了沒? 三、慎用安眠藥 過量易成癮】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=24&chk=C936422A-7FEE-4C45-B8C3-6B8A00E58587","2015-03-06"
"【藥物食品安全週報第495期 一、諾羅病毒發威 勤洗手少生食 二、醫療器材諮詢專線 問就對了! 三、網路購藥藏危機】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=25&chk=845B75EB-8658-434F-B980-F1F7D87D16A0","2015-03-13"
"【藥物食品安全週報第496期 一、藥物當「土產」送? 亂用易傷身 二、妥善保存隱形眼鏡 確保雙瞳健康 三、藥品GDP 運銷管理與國際接軌】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=26&chk=64CD645B-5556-45C3-B341-CEDBED8EC31F","2015-03-20"
"【藥物食品安全週報第497期 一、日本進口食品標示不實報導之說明 二、吞藥錠就能瘦? 誤信誇大廣告越減越重 三、認識人體器官保存庫】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=27&chk=378A10DF-2B42-4458-A93C-C3BBE24EE2B6","2015-03-27"
"【藥物食品安全週報第498期 一、放寬一般營養素廣告用語 開放申請增列！ 二、日本進口食品標示 追追追! 三、聰明用水小撇步 省水又安全!】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=28&chk=B0AAFFB9-C188-402F-84ED-2ADFB18DC927","2015-04-02"
"【藥物食品安全週報第499期 一、潤餅DIY少油多菜真健康 二、定期檢查預防骨鬆 三、建立新興濫用藥物檢驗防火牆】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=29&chk=FCE8BB48-E316-4AA0-B5DC-3B6DA8200130","2015-04-10"
"【藥物食品安全週報第500期 一、購買食品3撇步 輕鬆選、清楚看、仔細查 二、嗎啡長效錠 有效緩解疼痛 三、正確使用手術手套】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=30&chk=584D7A05-539F-46A6-A1E7-A474CCA3F953","2015-04-17"
"【藥物食品安全週報第501期 一、健康食品雙軌審查報您知! 二、氣體也算藥? 認識醫用氣體 三、保留外皮檢測 確知蔬果農藥殘留量】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=31&chk=6A786FC2-8218-48E6-B7C2-3190FEFF47DB","2015-04-24"
"【藥物食品安全週報第503期 一、茶飲事件政策管理措施之說明 二、化粧品禁用DDT，民眾勿恐慌 三、善用人工皮 傷口不留疤】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=33&chk=D39BCA55-17BE-4E5F-8E73-B8A1233797F6","2015-05-08"
"【藥物食品安全週報第504期 一、食品業者登錄平台 您「登」了嗎？ 二、用對管制類止痛藥 有效緩解病人疼痛困擾 三、正確解讀食安檢驗資訊！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=34&chk=D7C68208-2B99-42FE-9382-E463DAF97C94","2015-05-15"
"【藥物食品安全週報第505期 一、正確解讀「農藥殘留量」 二、食品後市場監測守護您 三、查詢PIC/S GMP國外藥廠 上網一指通！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=35&chk=9A2616EF-6637-4B3D-B698-7181E71C4270","2015-05-22"
"【藥物食品安全週報第506期 一、乾燥金針「泡、洗、煮」 減少二氧化硫殘留 二、瘦身美容消費遇糾紛 可打「1950」求助！ 三、認識第一等級醫療器材】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=36&chk=A6558FC6-AD46-4AD6-B0B3-D019571FA336","2015-05-29"
