產地,主旨,原因,進口商名稱,進口商地址,貨品分類號列,不合格原因暨檢出量詳細說明,法規限量標準,製造廠或出口商名稱,製造商代碼,牌名,重量,處置情形,發布日期,報驗受理日期,附圖
"印度","MCCORMICK 進口茴香粉(878770 MC CORMICK’S GRND CUMIN)","殘留農藥含量不符規定","好市多股份有限公司","高雄市前鎮區中華五路656號1樓","0909.32.00.00-4","檢出殘留農藥亞滅培0.17 ppm、貝芬替0.10 ppm","依據「殘留農藥安全容許量標準」，農藥亞滅培限值為0.01 ppm、貝芬替限值為0.01 ppm，本案不符合食品衛生管理法第15條規定。","MCCORMICK &CO.INC","","MCCORMICK","123.55","案內不合格商品依規定退運或銷毀。","2014-02-12","2014-01-10","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3118&type=unsafefood"
"中國大陸","菊花(菊花)","殘留農藥含量不符規定","駿德貿易有限公司","高雄市三民區遼北街220號1樓","1211.90.91.50-3","檢出殘留農藥丁基拉草0.10 ppm","依據「殘留農藥安全容許量標準」，農藥丁基拉草限值為0.05 ppm，本案不符合食品衛生管理法第15條規定。","富霖中藥飲片廠","","NO BRAND","2,052.1","案內不合格商品依規定退運或銷毀。","2014-02-12","2014-01-04","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3120&type=unsafefood"
"法國","皇家婚禮茶(3700286549794 TC950 WEDDING IMPERIAL BOITE)","殘留農藥含量不符規定","遠東百貨股份有限公司","台北市寶慶路27號","0902.30.90.00-4","檢出殘留農藥愛殺松0.11 ppm","本案不符合食品衛生管理法第15條有關「殘留農藥安全容許量標準」規定","MARIAGE FRERES","","MARIAGE FRERES","32.4","案內不合格商品依規定退運或銷毀。","2014-02-12","2014-01-15","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3121&type=unsafefood"
"中國大陸","菊花(菊花)","殘留農藥含量不符規定","陸潤貿易有限公司","台北巿大同區迪化街一段267號樓","1211.90.91.50-3","檢出殘留農藥毆殺松0.62 ppm、芬普寧2.2 ppm、滅必蝨0.07 ppm、達馬松0.30 ppm、納乃得0.07 ppm","依據「殘留農藥安全容許量標準」，毆殺松限值為0.05 ppm、芬普寧容許量為0.5 ppm，滅必蝨、達馬松、納乃得均為不得檢出，本案不符合食品衛生管理法第15條規定。","SHANGHAI MEDICINES & HEALTH PRODUCTS IMP.& EXP CORP","","NO BRAND","1,000","案內不合格商品依規定退運或銷毀。","2014-02-12","2014-01-03","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3122&type=unsafefood"
"美國","印度仙人掌萃取物(SLIMALUMA (CARALLUMA FIMBRIATA EXTRACT))","防腐劑含量不符規定","茂世興業有限公司","台北縣五股鄉成泰路四段22巷51號","1302.19.90.00-3","檢出防腐劑(以苯甲酸計0.12 g/kg)","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非表列苯甲酸准用食品範圍，不符合食品衛生管理法第18條規定。","GE NUTRIENTS, INC.","","GENCOR","5","案內不合格商品依規定退運或銷毀。","2014-02-19","2014-01-27","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3123&type=unsafefood"
"法國","法國特級乾燥牛肝菌(DRY PORCINI)","殘留農藥含量不符規定","東遠國際有限公司","台北市中正區金門街9之14號1樓","0712.39.90.00-5","檢出殘留農藥安丹0.08 ppm、治滅寧0.44 ppm、賽滅寧0.15 ppm","依據「殘留農藥安全容許量標準」規定，農藥安丹限值為0.01 ppm、治滅寧限值為0.01 ppm、賽滅寧限值為0.05 ppm，本案不符合食品衛生管理法第15條規定。","PLANTIN, S.A.","","PLANTIN","200","案內不合格商品依規定退運或銷毀。","2014-02-19","2014-01-22","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3125&type=unsafefood"
"中國大陸","枸杞(GOJI BERRIES)","殘留農藥含量不符規定","味丹企業股份有限公司","台中縣沙鹿鎮興安路65號","1211.90.91.10-2","檢出殘留農藥毆蟎多1.04 ppm","本案不符合食品衛生管理法第15條有關「殘留農藥安全容許量標準」規定","QINGDAO BNP CO.,LTD","","NO BRAND","20","案內不合格商品依規定退運或銷毀。","2014-02-19","2014-01-22","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3126&type=unsafefood"
"泰國","蘆筍(FRESH ASPARAGUS)","殘留農藥含量不符規定","傑順國際貿易有限公司","臺北市中山區長春路15號5樓","0709.20.00.20.6","檢出農藥殘留陶斯松0.11 ppm","依據「殘留農藥安全容許量標準」，農藥陶斯松容許量為0.05 ppm，本案不符合食品衛生管理法第15條規定。","TALUNG INTERNATIONAL CO., LTD.","","TALUNG INTERNATIONAL CO., LTD.","7","案內不合格商品依規定退運或銷毀。","2014-02-19","2014-01-22","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3127&type=unsafefood"
"日本","調製墨魚","其它衛生項目不符規定","興蘭貿易有限公司","台北市民生西路396號7樓","1605.90.80.90-2","本批貨品經檢出甲醛55.729 ppm","不得檢出","桐山食品工業所","","KIRIYAMA","126","案內不合格商品未進入我國","2011-02-09","2011-01-18","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=1609&type=unsafefood"
"菲律賓","冷凍章魚","其它衛生項目不符規定","久富國際貿易有限公司","基隆市中正區新豐街１６１巷４２之１號１樓","0307.49.12.00-9","本批貨品經檢出甲醛37.3 ppm","不得檢出","168 FISHING ENTERPRISES","","NIL","570","案內不合格商品未進入我國","2011-02-09","2011-01-18","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=1610&type=unsafefood"
"越南","辣椒醬","防腐劑含量不符規定","峰芝企業有限公司","桃園縣中壢市榮安十三街270號10樓","2103.90.90.90-5","本批貨品經檢出食品添加物防腐劑-己二烯酸1.785 g/kg","辣椒醬用量以Benzoic Acid計為1.0 g/kg以下","越南河內貿易公司","","NIL","690","案內不合格商品未進入我國","2011-02-08","2011-01-10",""
"韓國","鮮蘋果","殘留農藥含量不符規定","中國美果聯合有限公司","臺中巿北區天祥街140號1樓","0808.10.00.00-2","本批蘋果經檢驗含有農藥得克利0.055 ppm，氟芬隆0.029 ppm","得克利其他類：0.01 ppm；氟芬隆其他類：0.01 ppm","38-60","","NIL","12,400","案內不合格產品未進入我國。","2011-02-08","2011-01-17","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=1612&type=unsafefood"
"美國","冷凍胸骨肉","動物用藥殘留不符規定","津谷食品股份有限公司","臺中巿西屯區文心路三段179之15號","0203.29.91.00-2","本批貨品經檢出萊克巴多胺2.07 ppb","不得檢出","THE SMITHFIELD PACKING COMPANY INC.","","18079, 413","24235.69","案內不合格產品未進入我國。","2011-02-08","2011-01-17","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=1613&type=unsafefood"
"中國","冷凍章魚","其它衛生項目不符規定","富帆貿易有限公司","新北市中和區建康路252號2樓","1605.90.90.19-8","本批貨品經檢出甲醛22.9 ppm","不得檢出","XEOF IMP & EXP CO., LTD.","","XEOF IMP & EXP","3200","案內不合格商品未進入我國","2011-02-08","2011-01-07",""
"印度","冷藏石斑","動物用藥殘留不符規定","宏昇有限公司(BEDFELLOW CO., LTD.)","臺北市中山區松江路３１號７樓之６","0302.69.99.50-4","本批貨品經檢出氯黴素69.5 ppb","最低檢出限量(MRPL)為0.3 ppb","KANYA MARINE EXPORTERS","","KANYA MARINE EXPORTERS","55","本案已由衛生局監督全數銷毀。","2011-02-01","2011-01-08",""
"美國","冷凍雞腿","動物用藥殘留不符規定","樹森開發股份有限公司","台中市西屯區大河里大河1巷5弄48號1樓","0207.14.11.00-2","本批貨品經檢出動物用藥硝基呋喃代謝物AOZ 5.93 ppb","不得檢出(最低檢測能力(MRPL)為0.1 ppb)","TYSON FOODS, INC","","P-112,P-7100","24,496","案內不合格產品未進入我國","2011-02-01","2011-01-04","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=1616&type=unsafefood"
"美國","冷凍豬骨","動物用藥殘留不符規定","銓聯食品興業有限公司","台中市西屯區大河里大河1巷5弄48號1樓","0203.29.91.00-2","本批貨品經檢出萊克巴多胺1.27 ppb","不得檢出","SEABOARD FOODS","","13597","23,647","案內不合格產品未進入我國","2011-02-01","2011-01-04","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=1617&type=unsafefood"
"香港","活小鮑魚","動物用藥殘留不符規定","定碁有限公司","桃園縣蘆竹鄉中華街33號1樓","0307.91.20.00-6","本批活小鮑魚經檢出硝化富樂遜代謝物類(Semicarbazide)3.6 ppb","不得檢出","Master King Company","","Master King Company","1316","本案已由衛生局監督全數銷毀。","2011-01-28","2010-12-21",""
"韓國","蘋果","殘留農藥含量不符規定","台灣萊翁司國際貿易股份有限公司","臺北巿中山區建國北路二段86號6樓","0808.10.00.00-2","本批蘋果經檢驗含有農藥亞托敏0.13 ppm","亞托敏其他類：0.01 ppm","CJ FRESWAY CORPORATION","","Juji Agro-products Corp","12,600","案內不合格產品未進入我國。","2011-01-27","2011-01-04",""
"泰國","綠蘆筍","殘留農藥含量不符規定","維家實業有限公司(WEI CHIA CO.,LTD)","台北市信義區信義路4段415號8樓","0709.20.00.20-6","本批貨品經檢出殘留農藥一品松0.03 ppm","不得檢出","TAI HSIUNG INTERTRADE CO., LTD","","TAI HSIUNG INTERTRADE","655","本案已由衛生局監督全數銷毀。","2011-01-26","2011-01-08",""
"韓國","鮮蘋果","殘留農藥含量不符規定","鳴和實業有限公司","台北市羅斯福路一段32號6樓","0808.10.00.00-2","本批蘋果經檢驗含有農藥得克利0.05 ppm","德克利其他類:0.01 ppm","Juji Agro-products Corp","","Juji Agro-products Corp","61740","案內不合格產品未進入我國。","2011-01-20","2011-01-03",""
"日本","鮮萬能蔥(FRESH BUNCHING ONION)","殘留農藥含量不符規定","元億水產有限公司","高雄市大寮區大寮路581巷102號","0709.99.90.90-8","檢出殘留農藥達特南1.08 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","HONMEIICHIZAN CO., LTD.","東京","HONMEIICHIZAN CO., LTD.","6","案內不符合商品依規定退運或銷毀。","2014-10-07","2014-09-04","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3598&type=unsafefood"
"日本","鮮菊花(FRESH EDIBLE CHRYSANTHEMUM)","殘留農藥含量不符規定","元億水產有限公司","高雄市大寮區大寮路581巷102號","0709.99.90.90-8","檢出殘留農藥克凡派0.26 ppm","依據「農藥殘留容許量標準」，農藥克凡派限值為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","HONMEIICHIZAN CO., LTD.","東京","HONMEIICHIZAN CO., LTD.","2.4","案內不符合商品依規定退運或銷毀。","2014-10-07","2014-09-04","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3599&type=unsafefood"
"日本","製菓用抹茶(JAPANESE GREEN TEA)","殘留農藥含量不符規定","康勝企業股份有限公司","台北市信義區光復南路495號6樓之3","0902.10.00.00-7","檢出殘留農藥賽果培0.19 ppm、矽護芬0.88 ppm","依據「農藥殘留容許量標準」，農藥賽果培限值為0.05 ppm、矽護芬為不得檢出，本案不符合食品安全衛生管理法第15條規定。","丸山製茶株式會社","靜岡","","20","案內不符合商品依規定退運或銷毀。","2014-10-07","2014-09-02","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3600&type=unsafefood"
"美國","鮮油桃(FRESH NECTARINES N.W.: 25LBS/CTN (SHIPPED BY REFRIGERATED CONTAINER))","殘留農藥含量不符規定","慧聲貿易有限公司","高雄巿小港區中安路406之2號3樓","0809.30.00.20-3","檢出殘留農藥芬普蟎0.05 ppm","依據「農藥殘留容許量標準」，農藥芬普蟎限值為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","THE FRESH CONNECTION","USFAT","MOONLIGHT","16,330","案內不符合商品依規定退運或銷毀。","2014-10-07","2014-09-01","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3601&type=unsafefood"
"波蘭","百里香葉(932583 THYME LVS)","殘留農藥含量不符規定","欣臨企業股份有限公司","台北市中山區南京東路三段70號4樓","0910.99.10.00-9","檢出殘留農藥滅達樂0.08 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","美國味好美公司","","MCCORMICK","6.12","案內不符合商品依規定退運或銷毀。","2014-10-07","2014-09-01","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3602&type=unsafefood"
"印尼","木薯片(＂ZONA＂ TAPIIOCA CRACKERS)","甜味劑含量不符規定","北岸有限公司","台北市大同區重慶北路三段338號7樓","1905.90.90.00-6","檢出甜味劑糖精0.13 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非表列准用食品範圍，本案不符合食品安全衛生管理法第18條規定。","PT.ZONEINDOGLOBAL","","ZONA","64","案內不符合商品依規定退運或銷毀。","2014-10-07","2014-09-01","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3603&type=unsafefood"
"義大利","ROBO調味油漬蕃茄乾(DRIED TOMATOES)","殘留農藥含量不符規定","河洛企業股份有限公司","台北市中山區林森北路612號2樓","2002.10.00.90-3","檢出殘留農藥得脫蟎0.02 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","HDS S.P.A.","","ROBO","1,404","案內不符合商品依規定退運或銷毀。","2014-10-07","2014-08-19","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3604&type=unsafefood"
"日本","酸橘(FRESH SUDACHI)","殘留農藥含量不符規定","速飛亞國際食品有限公司","台北市大同區民族東路325號","0805.90.00.00.8","檢出殘留農藥脫芬瑞0.08 ppm","依據「農藥殘留容許量標準」，農藥脫芬瑞限值為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","LONG DE TRADE CO., LTD.","德島","LONG DE TRADE CO., L","4","案內不符合商品依規定退運或銷毀。","2014-10-14","2014-09-19","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3605&type=unsafefood"
"日本","大葉(FRESH OOBA (TOAOHASHI))","殘留農藥含量不符規定","瑞陞國際有限公司","台北市松山區南京東路五段336號7樓之3","0709.99.90.90.8","檢出殘留農藥剋安勃0.1 ppm、必芬蟎0.12 ppm及達特南0.79 ppm","依據「農藥殘留容許量標準」，農藥剋安勃限值為0.01 ppm、必芬蟎及達特南為不得檢出，本案不符合食品安全衛生管理法第15條規定。","LONG DE TRADE CO., LTD.","愛知","LONG DE TRADE CO., L","4","案內不符合商品依規定退運或銷毀。","2014-10-14","2014-09-19","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3606&type=unsafefood"
"日本","生海蘊(MOZUKU SEAWEED)","重金屬含量不符規定","盛裕貿易有限公司","新北市三重區重安街28-1號2樓","1212.21.99.00.9","檢出五價砷2.7 ppm","依據「藻類食品衛生標準」，藻類無機砷限量為1.0 ppm，本案不符合食品安全衛生管理法第17條規定。","伊是名漁協同組合","沖繩","INENA GYOGYOU","1,120","案內不符合商品依規定退運或銷毀。","2014-12-02","2014-10-23","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3751&type=unsafefood"
"日本","魚肉練製品(紅魚糕)(FROZEN FISH CAKE IDAKAMABOKO RED)","檢出含非法定著色劑","玖長實業有限公司","臺北巿大同區萬全街24號1樓","1604.20.30.10.6","檢出非法定可使用色素","本案不符合食品安全衛生管理法第15條規定。","株式會社SUGIYO","石川","","128","案內不符合商品依規定退運或銷毀。","2014-12-02","2014-10-22","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3752&type=unsafefood"
"智利","鮮紅櫻桃(FRESH CHERRIES)","殘留農藥含量不符規定","翔義貿易有限公司","臺北市中山區中山北路二段77巷47號9樓","0809.29.00.00.0","檢出殘留農藥Fenhexamid 0.03 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","SOC. SAN FRANCISCO LO GARCES LTDA.","CLSCL","SOC. SAN FRANCISCO LO GARCES LTDA.","1,200","案內不符合商品依規定退運或銷毀。","2014-12-09","2014-11-13","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3753&type=unsafefood"
