製劑別,申請廠商,製劑名稱,製造批號,有效期限,包裝,封緘數量,封緘劑量,封緘日期,備註
"抗毒素及抗血清類","衛生福利部疾病管制署","抗龜殼花及赤尾鮐蛇毒血清凍晶注射劑","FH10305","12 9 2019 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 1,810盒","1810","02 13 2015 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂人類免疫球蛋白靜脈注射劑","3740501018","10 8 2017 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 20,365盒","20365","02 12 2015 12:00AM",""
"血液製劑類","上合貿易股份有限公司","＂貝靈＂血清蛋白注射液20%","G3144411B","07 31 2019 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 22,416盒","22416","01 12 2015 12:00AM","AF381943破損，補AF409240"
"血液製劑類","吉發企業股份有限公司","＂貝靈＂B型肝炎免疫球蛋白注射液","08246811K","04 30 2017 12:00AM","1 mL/支/盒","1 mL/支/盒 × 188盒","188","01 12 2015 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","＂巴斯德＂四合一補追疫苗","L0096-2, L0096","11 30 2016 12:00AM","1 劑/0.5 mL/支/盒","1 劑/0.5 mL/支/盒 × 50,040盒","50040","03 13 2015 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","＂巴斯德＂三合一補追疫苗","C4675AA, C4675A","11 30 2016 12:00AM","1劑/0.5 mL/瓶/盒","1劑/0.5 mL/瓶/盒 × 13,040盒","13040","03 20 2015 12:00AM",""
"疫苗及類毒素類","美商惠氏藥廠(亞洲)股份有限公司台灣分公司","沛兒肺炎鏈球菌十三價結合型疫苗","L15345, J78941","06 30 2017 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 61,101盒","61101","02 13 2015 12:00AM","AF658842,AF658915,AF668772,AF686559共4張缺損,補發AF864384-AF864387"
"疫苗及類毒素類","美商惠氏藥廠(亞洲)股份有限公司台灣分公司","沛兒肺炎鏈球菌十三價結合型疫苗","L15345, J78941","06 30 2017 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 88,650盒","88650","02 13 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1418","10 31 2015 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 1,713盒；5支/盒 × 1盒","34265","01 16 2015 12:00AM",""
"其他生物藥品類","國光生物科技股份有限公司","精製結核菌素RT23SSI","1638G","10 31 2016 12:00AM","15劑/1.5 mL/瓶 × 10瓶/盒","15劑/1.5 mL/瓶 × 10瓶/盒 × 550盒","82500","03 24 2015 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","＂唯德＂不活化A型肝炎疫苗","K020602, 0000408927","04 29 2017 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 72盒；8瓶/盒 × 1盒","728","01 29 2015 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","＂默克＂無汞基因重組B型肝炎疫苗","K022336, 0000406119","10 25 2016 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 250盒；9瓶/盒 × 1盒","2509","01 13 2015 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","紐蒙肺多價性肺炎鏈球菌疫苗","K022339, 0000402381","06 3 2016 12:00AM","1劑/0.5 mL/瓶 × 10瓶/盒","1劑/0.5 mL/瓶 × 10瓶/盒 × 528盒","5280","01 23 2015 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","紐蒙肺多價性肺炎鏈球菌疫苗","K023297, 0000386587","04 17 2016 12:00AM","1劑/0.5 mL/瓶 × 10瓶/盒","1劑/0.5 mL/瓶 × 10瓶/盒 × 444盒","4440","01 23 2015 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","＂默克＂無汞基因重組B型肝炎疫苗","K022337, 0000432302","04 16 2017 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 371盒；8瓶/盒 × 1盒","3718","01 23 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1417","10 31 2015 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 1,696盒；17支/盒 × 1盒","33937","01 16 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1419","10 31 2015 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 1,693盒；15支/盒 × 1盒","33875","01 16 2015 12:00AM",""
"疫苗及類毒素類","美商惠氏藥廠(亞洲)股份有限公司台灣分公司","沛兒肺炎鏈球菌十三價結合型疫苗","L15754, J78941","06 30 2017 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 49,835盒","49835","02 26 2015 12:00AM",""
"疫苗及類毒素類","衛生福利部疾病管制署","凍結乾燥卡介苗","BG0310305","12 16 2016 12:00AM","30劑/1.5 mg/瓶 × 10瓶/盒","30劑/1.5 mg/瓶 × 10瓶/盒 × 549盒","164700","03 6 2015 12:00AM",""
"血液製劑類","賽諾菲股份有限公司","兔抗胸腺細胞免疫球蛋白","C4066H08","01 31 2017 12:00AM","25 mg/瓶/盒","25 mg/瓶/盒 × 1,196盒","1196","01 15 2015 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","安在時B型肝炎疫苗","AHBVC447AE, AHBVC447A","03 31 2017 12:00AM","1劑/1 mL/瓶 × 100瓶/盒","1劑/1 mL/瓶 × 100瓶/盒 × 2,048盒；58瓶/盒 × 1盒","204858","03 9 2015 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂(20%)人血清白蛋白注射劑","3470500624","10 10 2018 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 23,909盒","23909","02 12 2015 12:00AM",""
"抗毒素及抗血清類","衛生福利部疾病管制署","抗雨傘節及飯匙倩蛇毒血清凍晶注射劑","FN10303","12 18 2019 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 1,060盒","1060","03 6 2015 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","新赫寶克","AHAVB792AA, AHAVB792A","01 31 2017 12:00AM","1劑/0.5 mL/瓶/盒","1劑/0.5 mL/瓶/盒 × 6,105盒","6105","02 9 2015 12:00AM","AF500186缺號，補發AF750362，共1張"
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","新赫寶克","AHAVB792AC, AHAVB792A","01 31 2017 12:00AM","1劑/0.5 mL/瓶/盒","1劑/0.5 mL/瓶/盒 × 17,680盒","17680","01 30 2015 12:00AM",""
"血液製劑類","禾利行股份有限公司","＂百合＂施多特注射液","B797094","09 30 2016 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 1,000盒","1000","01 19 2015 12:00AM",""
"血液製劑類","百達醫療產品股份有限公司","＂百特＂組織修復凝合劑(第二代)","VND3P046","06 30 2016 12:00AM","2 mL/支 × 2支/組/盒","2 mL/支 × 2支/組/盒 × 482盒","482","01 16 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂日本腦炎疫苗","JNAB1423","02 29 2016 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 2,178盒；9瓶/盒 × 1盒","21789","02 16 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂日本腦炎疫苗","JNAB1420","02 29 2016 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 2,227盒；3瓶/盒 × 1盒","22273","02 16 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂日本腦炎疫苗","JNAB1421","02 29 2016 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 2,230盒","22300","02 16 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂日本腦炎疫苗","JNAB1422","02 29 2016 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 2,231盒；3瓶/盒 × 1盒","22313","02 16 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂日本腦炎疫苗","JNAB1417","02 29 2016 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 2,219盒；3瓶/盒 × 1盒","22193","02 16 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂日本腦炎疫苗","JNAB1416","02 29 2016 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 2,210盒；3瓶/盒 × 1盒","22103","02 16 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂日本腦炎疫苗","JNAB1415","02 29 2016 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 2,221盒；8瓶/盒 × 1盒","22218","02 16 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂日本腦炎疫苗","JNAB1419","02 29 2016 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 2,230盒；2瓶/盒 × 1盒","22302","02 16 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂日本腦炎疫苗","JNAB1418","02 29 2016 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 2,226盒；4瓶/盒 × 1盒","22264","03 13 2015 12:00AM","AF894358破損，補發AG076880"
"血液製劑類","吉發企業股份有限公司","第九凝血因子複合注射劑250/500","B4560111B","09 30 2017 12:00AM","500 IU/瓶/盒","500 IU/瓶/盒 × 1,465盒","1465","01 23 2015 12:00AM",""
"血液製劑類","禾利行股份有限公司","＂百合＂血漿蛋白","B121084","05 31 2017 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 2,996盒","2996","01 27 2015 12:00AM",""
"血液製劑類","禾利行股份有限公司","立保B型肝炎抗體注射液","B793094","04 30 2016 12:00AM","10 mL/瓶/盒","10 mL/瓶/盒 × 2,986盒","2986","01 23 2015 12:00AM",""
"血液製劑類","禾利行股份有限公司","＂百合＂人白蛋白20%","B235164","07 31 2017 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 3,996盒","3996","01 23 2015 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","輪達停口服活性五價輪狀病毒疫苗","K021022, 0000414136","08 11 2016 12:00AM","1劑/2 mL/軟管 × 10軟管/盒","1劑/2 mL/軟管 × 10軟管/盒 × 2,950盒","29500","02 26 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1455","11 30 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,231盒；5瓶/盒 × 1盒","44630","04 23 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1456","11 30 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,239盒；5瓶/盒 × 1盒","44790","04 23 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1457","11 30 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,228盒；3瓶/盒 × 1盒","44566","04 23 2015 12:00AM","AG260059及AG260060破損，補發AG531463及AG531464，共2張"
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1458","11 30 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,234盒；2瓶/盒 × 1盒","44684","04 20 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1459","11 30 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,249盒；4瓶/盒 × 1盒","44988","04 20 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1460","11 30 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,153盒","43060","04 20 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1452","11 30 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,225盒；8瓶/盒 × 1盒","44516","04 20 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1453","11 30 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,275盒；1瓶/盒 × 1盒","45502","04 20 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1454","11 30 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,230盒","44600","04 20 2015 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","安在時B型肝炎疫苗","AHBVC447AD, AHBVC447A","03 31 2017 12:00AM","1劑/1 mL/瓶 × 25瓶/盒","1劑/1 mL/瓶 × 25瓶/盒 × 1174盒；4瓶/盒 × 1盒","29354","03 9 2015 12:00AM",""
"血液製劑類","吉發企業股份有限公司","＂貝靈＂第八凝血因子注射劑","F3066911B","09 30 2017 12:00AM","250 IU/瓶/盒","250 IU/瓶/盒 × 2,952盒","2952","02 5 2015 12:00AM",""
"血液製劑類","上合貿易股份有限公司","＂貝靈＂克療丙注射劑","27240311A","03 31 2017 12:00AM","2 mL/支/盒","2 mL/支/盒 × 4,767盒","4767","02 5 2015 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑","K021841, 0000346729","11 10 2016 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 11,519盒","115190","03 19 2015 12:00AM","AG080720, AG081971, AG085086共3張破損；AG088086, AG085402共2張缺號，補AG104048~AG104052共5張"
"血液製劑類","天行貿易股份有限公司","抗RH因子球蛋白注射液","N1AG400031","05 13 2017 12:00AM","1500 IU/支/盒","1500 IU/支/盒 × 760盒","760","02 4 2015 12:00AM",""
"血液製劑類","天行貿易股份有限公司","白蛋白注射劑","A1NF400151","08 16 2017 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 5,900盒","5900","01 30 2015 12:00AM",""
"血液製劑類","天行貿易股份有限公司","B型肝炎免疫人血球蛋白注射液","H1AB4A1001","06 10 2017 12:00AM","1 mL/支/盒","1 mL/支/盒 × 465盒","465","02 4 2015 12:00AM",""
"血液製劑類","天行貿易股份有限公司","B型肝炎免疫人血球蛋白注射液","H1AB4A1002","06 10 2017 12:00AM","1 mL/支/盒","1 mL/支/盒 × 3,101盒","3101","02 4 2015 12:00AM",""
"血液製劑類","台灣綠十字股份有限公司","艾爾補定注射液25%","T4NE4KJ001","10 20 2017 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 9,010盒","9010","02 13 2015 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","伏帶疹活性帶狀疱疹疫苗","L000822, 0000362542","05 28 2016 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 1,827盒","1827","06 12 2015 12:00AM",""
"其他生物藥品類","台灣愛力根藥品股份有限公司","＂愛力根＂保妥適乾粉注射劑","C3665 C3","06 30 2017 12:00AM","100 units/瓶/盒","100 units/瓶/盒 × 14,022盒","14022","03 6 2015 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑","K022356, 0000359829","11 13 2016 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 4,991盒","49910","02 26 2015 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","嘉喜〔四價人類乳突病毒(第6,11,16,18型)基因重組疫苗〕","K024798, 0000352642","01 21 2017 12:00AM","1 劑/0.5 mL/支/盒","1 劑/0.5 mL/支/盒 × 2,630盒","2630","03 16 2015 12:00AM",""
"血液製劑類","泛泰醫療產品有限公司","＂百特＂威保500U抗抑制子凝血複合物","VNF2P061","08 31 2016 12:00AM","500 U/瓶/盒","500 U/瓶/盒 × 2,380盒","2380","03 9 2015 12:00AM",""
"血液製劑類","泛泰醫療產品有限公司","＂百特＂伊美耐高純度第九凝血因子注射劑600國際單位","VNC1P020","07 31 2016 12:00AM","600 IU/瓶/盒","600 IU/瓶/盒 × 70盒","70","02 6 2015 12:00AM","緊急放行"
"血液製劑類","泛泰醫療產品有限公司","＂百特＂伊美耐高純度第九凝血因子注射劑600國際單位","VNC1P020","07 31 2016 12:00AM","600 IU/瓶/盒","600 IU/瓶/盒 × 534盒","534","02 16 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1464","12 31 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,226盒; 2瓶/盒 × 1盒","44524","05 28 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1465","12 31 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,241盒; 5瓶/盒 × 1盒","44830","05 28 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1466","12 31 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,228盒；5瓶/盒 × 1盒","44570","05 28 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1467","12 31 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,238盒; 2瓶/盒 × 1盒","44764","05 28 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1468","12 31 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,227盒; 3瓶/盒 × 1盒","44546","05 28 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1469","12 31 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,216盒; 2瓶/盒 × 1盒","44324","05 28 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1461","12 31 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,172盒；8瓶/盒 × 1盒","43456","05 28 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1462","12 31 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,201盒；9瓶/盒 × 1盒","44038","05 28 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂明礬沉澱破傷風類毒素","TTAB1463","12 31 2017 12:00AM","2劑/1 mL/瓶 × 10瓶/盒","2劑/1 mL/瓶 × 10瓶/盒 × 2,239盒","44780","05 28 2015 12:00AM",""
"血液製劑類","天行貿易股份有限公司","白蛋白注射劑20%","A1NC400181","12 10 2017 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 22,017盒","22017","02 12 2015 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂日本腦炎疫苗","JN606","12 19 2007 12:00AM","1 劑/mL/瓶 × 10 瓶/盒","1 劑/mL/瓶 × 10 瓶/盒 × 2,384 盒；1 瓶/盒 × 1 盒","23841","01 24 2007 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂貝靈＂血清蛋白注射液20%","44344411A","07 31 2011 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 3,503盒","3503","12 22 2006 12:00AM",""
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","＂巴斯德＂白喉、百日咳、破傷風混合疫苗","A5179-1, A5179","01 31 2009 12:00AM","1 劑/0.5 mL/瓶 × 20 瓶/盒 × 10 盒/中盒","1 劑/0.5 mL/瓶 × 20 瓶/盒 × 10 盒/中盒 × 273 盒；20 瓶/盒 × 7 盒","54740","02 5 2007 12:00AM",""
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","＂巴斯德＂白喉、百日咳、破傷風混合疫苗","A5243-1, A5243","02 28 2009 12:00AM","1 劑/0.5 mL/瓶 × 20 瓶/盒 × 10 盒/中盒","1 劑/0.5 mL/瓶 × 20 瓶/盒 × 10 盒/中盒 × 199 盒；20 瓶/盒 × 1 盒","39820","02 5 2007 12:00AM",""
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","＂巴斯德＂白喉、百日咳、破傷風混合疫苗","Z6536-1, Z6536","11 30 2008 12:00AM","1 劑/0.5 mL/瓶 × 20 瓶/盒 × 10 盒/中盒","1 劑/0.5 mL/瓶 × 20 瓶/盒 × 10 盒/中盒 × 294 中盒; 20 瓶/盒 × 9 盒","58980","02 5 2007 12:00AM",""
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","＂巴斯德＂白喉、百日咳、破傷風混合疫苗","A5239-1, A5239","01 31 2009 12:00AM","1 劑/0.5 mL/瓶 × 20 瓶/盒 × 10 盒/中盒","1 劑/0.5 mL/瓶 × 20 瓶/盒 × 10 盒/中盒 × 234 中盒 ；20 瓶/盒 × 7 盒","46940","02 5 2007 12:00AM",""
