主類別,次類別,名稱,附檔說明
"食品添加物","香料","苯甲醛(Benzaldehyde)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131322-3.苯甲醛民眾版.doc"
"食品添加物","香料","正丙醇(1-Propanol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131323-4.正丙醇民眾版.doc"
"食品添加物","調味劑","檸檬酸 (Citric acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131325-6.檸檬酸民眾版.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","己二酸(Adipic Acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131328-16.己二酸民眾版.doc"
"食品添加物","粘稠劑（糊料）","海藻酸丙二醇(Propylene Glycol Alginate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131329-14.海藻酸丙二醇民眾版.doc"
"食品添加物","粘稠劑(楜料)","海藻酸丙二醇(Propylene Glycol Alginate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131304-10.海藻酸丙二醇專業版.doc"
"食品添加物","香料","薄荷腦(Menthol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131305-11.薄荷腦專業版.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","尿素 (Urea)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131306-12.風險評估尿素專業版.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","碳酸鈉(Sodium carbonate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131307-13.碳酸鈉專業版.doc"
"食品添加物","抗氧化劑","抗壞血酸(Ascorbic acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131308-14.抗壞血酸專業版.doc"
"食品添加物","香料","正-乙酸丁酯(n-Butyl acetate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131320-1.乙酸丁酯民眾版.doc"
"食品添加物","香料","正-乙酸丁酯(n-Butyl acetate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131295-1.乙酸丁酯專家版.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","偶氮二甲醯胺(Azodicarbonamide)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131296-2.ADA專業.doc"
"食品添加物","香料","苯甲醛(Benzaldehyde)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131297-3.苯甲醛1.doc"
"食品添加物","香料","正丙醇(1-Propanol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131298-4.正丙醇.doc"
"食品添加物","調味劑","檸檬酸 (Citric acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131300-6.檸檬酸專業版.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","己二酸(Adipic acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131303-9.己二酸專業版1010630.doc"
"食品添加物","防腐劑","2-萘酚(2-Naphthol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131251-16.二奈酚民眾版.doc"
"食品添加物","抗氧化劑","異抗壞血酸(Erythorbic Acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131252-17.異抗壞血酸民眾版.doc"
"食品添加物","甜味劑","索馬甜(Thaumatin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131253-18.索馬甜民眾版.doc"
"食品添加物","甜味劑","阿力甜（Alitame）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131254-19.阿力甜民眾版.doc"
"食品添加物","甜味劑","塔格糖(D-Tagatose)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131255-20.塔格糖民眾版.doc"
"食品添加物","著色劑","鹽基性桃紅精 (Rhodamine B)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131256-21.鹽基性桃紅精 (Rhodamine B)民眾版.doc"
"食品添加物","營養添加劑","維生素E（Vitamin E）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131243-8.維生素E民眾版.doc"
"食品添加物","香料","丁二酮(2,3 butanedione)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131244-9.丁二酮_民眾版.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","滑石粉（Talc powder）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131247-12.滑石粉(Talc powder)民眾版.mht"
"食品添加物","品質改良用、釀造用及食品製造用劑","甘油(Glycerol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131248-13.甘油民眾版.mht"
"食品添加物","品質改良用、釀造用及食品製造用劑","檸檬酸鈣(Calcium Citrate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131249-14.檸檬酸鈣民眾版.mht"
"食品添加物","溶劑","己烷(Hexane)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131250-15.己烷民眾版.doc"
"食品添加物","甜味劑","塔格糖(D-Tagatose)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131199-20.塔格糖專業版.doc"
"食品添加物","著色劑","鹽基性桃紅精 (Rhodamine B)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131200-21.鹽基性桃紅精 (Rhodamine B)專業版.doc"
"食品添加物","著色劑","食用紅色四十號 (Allura Red AC)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131236-1.食用紅色40號民眾版.doc"
"食品添加物","著色劑","薑黃素 (Curcumin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131239-4.薑黃素民眾版.doc"
"食品添加物","營養添加劑","合成番茄紅素(Synthetic Lycopene)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131240-5.Synthetic Lycopene民眾版.doc"
"食品添加物","營養添加劑","維生素K (Vitamin K)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131242-7.維生素K民眾版.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","檸檬酸鈣(Calcium Citrate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131193-14.檸檬酸鈣專業版.doc"
"食品添加物","溶劑","己烷(Hexane)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131194-15.己烷.doc"
"食品添加物","防腐劑","2-萘酚(2-Naphthol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131195-16.-二奈酚 專業版.doc"
"食品添加物","抗氧化劑","異抗壞血酸(Erythorbic Acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131196-17.異抗壞血酸專業版.doc"
"食品添加物","甜味劑","索馬甜(Thaumatin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131197-18.索馬甜專業版.doc"
"食品添加物","甜味劑","阿力甜（Alitame）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131198-19.阿力甜專業版.doc"
"食品添加物","營養添加劑","合成番茄紅素(Synthetic Lycopene)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131184-5.Synthetic Lycopene專業版.doc"
"食品添加物","營養添加劑","維生素K (Vitamin K)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131186-7.維生素K專業版.doc"
"食品添加物","營養添加劑","維生素E（Vitamin E）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131187-8.維生素E普及版.doc"
"食品添加物","香料","丁二酮(2,3 butanedione)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131188-9.丁二酮_專業版.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","滑石粉（Talc powder）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131191-12.Talc專業版.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","甘油(Glycerol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131192-13.甘油專業版.doc"
"食品添加物","漂白劑","過氧化苯甲醯 (Benzoyl peroxide)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76576-8.過氧化苯甲醯(Benzoyl peroxide)專業版.doc"
"食品添加物","著色劑","食用黃色五號(Sunset Yellow)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81428-3.食用黃色五號(Sunset Yellow)民眾版.doc"
"食品添加物","調味劑","咖啡因(Caffeine)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81543-更新55.咖啡因(Caffeine)-民眾版.doc"
"食品添加物","著色劑","鹽基性芥黃(Auramine)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/103615-鹽基性芥黃-專業版1000617.doc"
"食品添加物","著色劑","食用紅色四十號 (Allura Red AC)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131180-1.食用紅色40號專業版.doc"
"食品添加物","著色劑","薑黃素 (Curcumin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131183-4.薑黃素專業版.doc"
"食品添加物","食品工業用化學藥品","草酸(Oxalic acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76092-3.草酸（Oxalic acid）民眾版.doc"
"食品添加物","香料","香莢蘭醛(Vanill)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76094-4.香莢蘭醛(Vanillin)民眾版.doc"
"食品添加物","香料","水楊酸甲酯(Methyl salicylate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76095-7.水楊酸甲酯(Methyl salicylate)民眾版.doc"
"食品添加物","香料","黃樟素(Safrole)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76096-1.黃樟素(Safrole)民眾版.doc"
"食品添加物","防腐劑","甲醛(Formaldehyde)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76099-民眾版-甲醛1000624.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","二氧化矽(Silicon dioxide)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76575-1.二氧化矽(Silicon dioxide)專業版.doc"
"食品添加物","著色劑","鹽基性芥黃(Auramine)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76080-鹽基性芥黃-民眾版1000601.doc"
"食品添加物","著色劑","食用紅色六號(New coccin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76081-食用紅色六號民眾版1000624.doc"
"食品添加物","著色劑","蘇丹紅四號(Sudan red IV)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76083-19.蘇丹紅四號(Sudan_IV)民眾版.doc"
"食品添加物","著色劑","二氧化鈦(Titanium oxide,TiO2)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76085-二氧化鈦民眾版1000617.doc"
"食品添加物","香料","乙酸乙酯(Ethyl acetate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76090-12.乙酸乙酯(Ethyl acetate)民眾版.doc"
"食品添加物","溶劑","異丙醇(Isopropyl alcohol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76091-11.異丙醇(Isopropyl alcohol)民眾版.doc"
"食品添加物","甜味劑","紐甜(Neotame)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76070-18.紐甜（Neotame）民眾版.doc"
"食品添加物","調味劑","磷酸(Phosphoric acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76071-9.磷酸(_Phosphoric_acid)民眾版.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","山梨醇(Sorbitol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76073-13.山梨醇(Sorbitol)民眾版.doc"
"食品添加物","甜味劑","甜菊糖(Stevioside)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76074-17.甜菊糖（Stevioside）民眾版.doc"
"食品添加物","甜味劑","蔗糖素(Sucralose)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76075-15.蔗糖素(Sucralose)民眾版.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","木糖醇(Xylitol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76076-16.木糖醇(Xylitol)民眾版.doc"
"食品添加物","調味劑","醋酸(Acetic acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76062-醋酸民修訂1000624.doc"
"食品添加物","甜味劑","阿斯巴甜（Aspartame）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76063-2011.06.22阿斯巴甜民眾版 .doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","赤藻糖醇(Erythritol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76066-5.赤藻糖醇(Erythritol)民眾版.doc"
"食品添加物","調味劑","乳酸(Lactic acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76067-2.乳酸(Lactic acid)民眾版.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","甘露醇(Mannitol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76068-14..甘露醇(Mannitol)民眾版.doc"
"食品添加物","調味劑","麩胺酸鈉(Monosodium glutamate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76069-10.麩胺酸鈉(Monosodium glutamate)民眾版.doc"
"食品添加物","香料","水楊酸甲酯(Methyl salicylate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75852-7.水楊酸甲酯(Methyl salicylate)專業版.doc"
"食品添加物","防腐劑","甲醛(Formaldehyde)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75857-甲醛專業版1000602.doc"
"食品添加物","防腐劑","對羥苯甲酸丁酯(Butylparaben)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76056-對羥苯甲酸丁酯民眾版100.0622.doc"
"食品添加物","防腐劑","丙酸(Propionic acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76058-6.丙酸 (Propionic acid)民眾版.doc"
"食品添加物","防腐劑","聯苯(Biphenyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76060-2.聯苯(Biphenyl)民眾版.doc"
"食品添加物","甜味劑","醋磺內酯鉀(Acesulfame potassium)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76061-2011.06.22醋磺內酯鉀民眾版 .doc"
"食品添加物","著色劑","食用紅色六號(New coccin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75819-食用紅色6號專業版1000531.doc"
"食品添加物","著色劑","二氧化鈦(Titanium oxide,TiO2)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75823-二氧化鈦專業版1000527.doc"
"食品添加物","香料","乙酸乙酯(Ethyl acetate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75846-12.乙酸乙酯(Ethyl acetate)專業版.doc"
"食品添加物","溶劑","異丙醇(Isopropyl alcohol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75847-11.異丙醇(Isopropyl alcohol)專家版.doc"
"食品添加物","食品工業用化學藥品","草酸(Oxalic acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75848-3.草酸（Oxalic acid）專業版.doc"
"食品添加物","香料","香莢蘭醛(Vanill)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75851-香莢蘭醛專業版1000607.doc"
"食品添加物","甜味劑","紐甜(Neotame)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75808-18.紐甜（Neotame）專業版.doc"
"食品添加物","調味劑","磷酸(Phosphoric acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75809-9.磷酸(_Phosphoric_acid)專業版.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","山梨醇(Sorbitol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75811-13.山梨醇(Sorbitol)專業版.doc"
"食品添加物","甜味劑","甜菊糖(Stevioside)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75812-17.甜菊糖（Stevioside）專業版.doc"
"食品添加物","甜味劑","蔗糖素(Sucralose)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75813-15.蔗糖素(Sucralose)專業版.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","木糖醇(Xylitol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75814-16.木糖醇(Xylitol)專業版.doc"
"食品添加物","甜味劑","阿斯巴甜（Aspartame）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75801-2011.06.03阿斯巴甜專業版 .doc"
"食品添加物","調味劑","咖啡因(Caffeine)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75802-更新55.咖啡因(Caffeine)-專業版.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","赤藻糖醇(Erythritol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75804-5.赤藻糖醇(Erythritol)專業版.doc"
"食品添加物","調味劑","乳酸(Lactic acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75805-2.乳酸(Lactic acid)專業版.doc"
"食品添加物","品質改良用、釀造用及食品製造用劑","甘露醇(Mannitol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75806-14.甘露醇(Mannitol)專業版.doc"
"食品添加物","調味劑","麩胺酸鈉(Monosodium glutamate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75807-10.麩胺酸鈉(Monosodium glutamate)專業版.doc"
"環境賀爾蒙","","甲基汞(Methylmercury)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75867-甲基汞專業版1000504.doc"
"環境賀爾蒙","","壬基苯酚(Nonylphenol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75868-壬基酚專業版1000601.doc"
"環境賀爾蒙","","五氯酚(Pentachlorophenol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75869-五氯酚專業版201106.doc"
"環境賀爾蒙","","甲基汞(Methylmercury)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76111-甲基汞-民眾版1000620.doc"
"環境賀爾蒙","","壬基苯酚(Nonylphenol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76112-壬基酚民眾版1000622.doc"
"環境賀爾蒙","","五氯酚(Pentachlorophenol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76113-五氯酚民眾版20110622.doc"
"環境賀爾蒙","","聯胺（Hydrazine）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149649-37.聯胺(Hydrazine)專業版.doc"
"環境賀爾蒙","","硫酸鈷(Cobalt sulphate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149671-35.硫酸鈷(Cobalt sulphate)民眾版.doc"
"環境賀爾蒙","","1,2-二氯乙烷(1,2-Dichloroethane)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149672-36.1,2-二氯乙烷_(1,2-Dichloroethane)民眾版.doc"
"環境賀爾蒙","","聯胺（Hydrazine）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149673-37.聯胺(Hydrazine)民眾版.doc"
"環境賀爾蒙","","直鏈型烷基苯磺酸鈉(Linear alkylbenzene sodium sulfonates，LAS)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137003-7.直鏈型烷基苯磺酸鈉(Linear alkylbenzene sodium sulfonates，LAS)專業版.doc"
"環境賀爾蒙","","全氟辛酸(Perfluoroocatnoic Acid, PFOA)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137004-8.全氟辛酸(Perfluoroocatnoic Acid, PFOA)專業版.doc"
"環境賀爾蒙","","三氧化二砷（Arsenic trioxide）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137030-12.三氧化二砷（Arsenic trioxide）民眾版.doc"
"環境賀爾蒙","","重鉻酸鉀(Potassium Dichromate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137033-13.重鉻酸鉀(Potassium Dichromate)民眾版.doc"
"環境賀爾蒙","","硫酸鈷(Cobalt sulphate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149647-35.硫酸鈷(Cobalt sulphate)專業版.doc"
"環境賀爾蒙","","1,2-二氯乙烷(1,2-Dichloroethane)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149648-36.1,2-二氯乙烷_(1,2-Dichloroethane)專業版.doc"
"環境賀爾蒙","","多氯聯苯(Polychlorinated biphenyls)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134505-更新36.多氯聯苯(Polychlorinated biphenyls)-民眾版.doc"
