許可證字號,中文品名,英文品名,有效日期,申請商名稱,發證日期,申請商電話,劑型,用途,簽審文件,製造廠國別,成分,申請商地址,包裝量及單位
"衛部添製字 002628","食用紅色七號","ERYTHROSINE (FOOD RED NO.7)","2020-09-11","鑫隴興業有限公司","2015-09-11","07-7462908","粉劑","著色劑","","","ERYTHROSINE","","2.00000公克;2.00000公克;5.00000公克;10.00000公克;50.00000公克;5.00000公克;10.00000公克;30.00000公克;100.00000公克;500.00000公克;1.00000公斤;2.00000公斤;30.00000公克;50.00000公克;100.00000公克;500.00000公克;1.00000公斤;5.00000公斤;25.00000公斤;5.00000公斤;25.00000公斤"
"衛署添輸字 008277","苯甲酸","BENZOIC ACID","2019-03-02","台灣公利洋行股份有限公司","2009-03-03","02-27218660","片狀","防腐劑","DHB0C008277005","美國","BENZOIC ACID","","25.00000公斤"
"衛署添輸字 008278","苯甲酸鈉","SODIUM BENZOATE (SODIUM BENZOATE EDF NF/FCC)","2019-03-02","台灣公利洋行股份有限公司","2009-03-03","02-27218660","顆粒劑","防腐劑","DHB0C008278008","美國","SODIUM BENZOATE","","25.00000公斤"
"衛署添輸字 00857801","羥丙基甲纖維素","HYDROXYPROPYL METHYLCELLULOSE (BENECEL E5 TYPE)","2018-08-27","台灣公利洋行股份有限公司","2013-08-27","02-27218660","結晶性粉末","粘稠劑;;品質改良用、釀造用及食品製造用劑;;乳化劑","DHB0C008578011","比利時","HYDROXYPROPYL METHYLCELLULOSE","","25.00000公斤"
"衛署添輸字 009029","單及雙脂肪酸甘油二乙醯酒石酸酯","DIACETYL TARTARIC ACID ESTERS OF MONO-AND DIGLYCERIDES (PANODAN AB 100 VEG-FS MB)","2021-08-05","呈定企業有限公司","2011-08-05","02-37652361","液劑","乳化劑","DHB0C009029000","丹麥","DIACETYL TARTARIC ACID ESTER OF MONO-AND DIGLYCERIDES","","25.00000公斤"
"衛署添輸字 007402","調和鏈黴菌素","NATAMAX","2019-03-22","呈定企業有限公司","2005-03-22","02-37652361","粉劑","防腐劑","DHB0C007402005","丹麥","NATAMYCIN;;LACTOSE","","100.00000公克;500.00000公克;1.00000公斤"
"衛署添輸字 010135","鈣友-PD3","CALMATE-PD3","2018-06-13","台茂奈米生化股份有限公司","2013-06-13","04-26932811","粉劑","品質改良用、釀造用及食品製造用劑;;營養添加劑","DHB0C010135002","日本","CALCIUM CARBONATE;;ARABIC GUM;;WATER;;SODIUM CARBOXYMETHYL CELLULOSE","","15.00000公斤"
"衛部添輸字 011094","矽酸鈣","CALCIUM SILICATE (ZEOPHARM 600)","2020-01-22","台灣公利洋行股份有限公司","2015-01-22","02-27218660","粉劑","品質改良用、釀造用及食品製造用劑;;營養添加劑","DHB0M011094000","美國","CALCIUM SILICATE","","17.60000磅"
"衛署添輸字 009663","檸檬酸","CITRIC ACID (CITRIC ACID MONOHYDRATE)","2022-08-07","三福化工股份有限公司","2012-08-07","02-5214161","結晶性粉末","調味劑","DHB0C009663002","中國大陸","CITRIC ACID","","25.00000公斤;25.00000公斤;500.00000公斤"
"衛部添輸字 010953","磷酸","PHOSPHORIC ACID","2019-10-22","三福化工股份有限公司","2014-10-22","02-5214161","液劑","調味劑","DHB0M010953004","中國大陸","PHOSPHORIC ACID","","35.00000公斤;330.00000公斤;1650.00000公斤;24.00000公噸"
"衛部添輸字 012125","L-抗壞血酸鈉","SODIUM L-ASCORBATE (SODIUM ASCORBATE)","2022-05-11","新雙隆生技股份有限公司","2017-05-11","02-25924653","結晶性粉末","營養添加劑;;抗氧化劑","DHB0M012125009","中國大陸","SODIUM L-ASCORBATE","","25.00000公斤"
"衛部添輸字 012171","羧甲基纖維素鈉","SODIUM CARBOXYMETHYL CELLULOSE (BLANOSE CMC 7H4F)","2022-06-09","台灣公利洋行股份有限公司","2017-06-09","02-27218660","粉劑","粘稠劑","DHB0M012171004","法國","SODIUM CARBOXYMETHYL CELLULOSE","","20.00000公斤"
"衛署添輸字 008476","羧甲基纖維素鈉","SODIUM CARBOXYMETHYL CELLULOSE(BLANOSE CMC 12M31P)","2019-11-03","台灣公利洋行股份有限公司","2014-07-16","02-27218660","粉劑","粘稠劑","DHB0C008476002","法國","SODIUM CARBOXYMETHYL CELLULOSE","","20.00000公斤;25.00000公斤"
"衛署添輸字 009008","碳酸鈣","CALCIUM CARBONATE","2021-07-12","宸品有限公司","2011-07-12","02-27886279","粉劑","品質改良用、釀造用及食品製造用劑;;營養添加劑","DHB0C009008002","法國","CALCIUM CARBONATE","","25.00000公斤"
"衛署添輸字 009705","碳酸氫鈉","SODIUM BICARBONATE(SCHWEPPES SODA WATER BEVERAGE BASE PART 2)","2022-09-13","香港商可口可樂有限公司","2012-09-13","02-27116628","結晶性粉末","膨脹劑","DHB0C009705002","中國大陸","SODIUM BICARBONATE","","10.00000公斤"
"衛署添輸字 009712","檸檬酸鈉","SODIUM CITRATE (COCA-COLA LIGHT BEVERAGE BASE PART 1C)","2022-09-19","香港商可口可樂有限公司","2012-09-19","02-27116628","結晶性粉末","調味劑","DHB0C009712000","中國大陸","SODIUM CITRATE","","5.26000公斤"
"衛部添輸字 011305","2-(4-甲氧基苯氧基)-丙酸鈉","SODIUM 2-(4-METHOXYPHENOXY) PROPANOATE","2020-08-05","益品食品有限公司","2015-08-05","02-86475959","粉劑","香料","DHB0M011305005","中國大陸","SODIUM 2-(4-METHOXYPHENOXY) PROPANOATE","","20.00000公斤;2.00000公斤"
"衛部添輸字 012326","玉米糖膠","XANTHAN GUM (XANTHAN GUM FUFENG AF)","2022-10-03","育盟股份有限公司","2017-10-03","02-23415137","粉劑","粘稠劑","DHB0M012326009","中國大陸","XANTHAN GUM","","25.00000公斤"
"衛部添輸字 012328","玉米糖膠","XANTHAN GUM (XANTHAN GUM 80 MESH)","2022-10-03","育盟股份有限公司","2017-10-03","02-23415137","粉劑","粘稠劑","DHB0M012328002","中國大陸","XANTHAN GUM","","25.00000公斤"
"衛部添輸字 012327","玉米糖膠","XANTHAN GUM (XANTHAN GUM 40 MESH)","2022-10-03","育盟股份有限公司","2017-10-03","02-23415137","粉劑","粘稠劑","DHB0M012327002","中國大陸","XANTHAN GUM","","25.00000公斤"
"衛部添輸字 012300","複配豆製品消泡劑","COMPOSITE BEAN PRODUCT ANTI FOAMING AGENT","2022-10-02","鈺錦有限公司","2017-10-02","03-4949936","粉劑","消泡劑","DHB0M012300009","中國大陸","CALCIUM CARBONATE;;SILICON RESIN;;SORBITAN FATTY ACID ESTER;;POLYOXYETHYLENE(20)SORBITAN MONOSTEARATE;;SILICON DIOXIDE","","10.00000公斤"
"衛部添輸字 010932","氯化鉀","POTASSIUM CHLORIDE","2019-10-13","永詠股份有限公司","2014-10-13","06-2665203","結晶性粉末","營養添加劑;;調味劑","DHB0M010932006","中國大陸","POTASSIUM CHLORIDE","","25.00000公斤"
"衛部添輸字 010947","結蘭膠","GELLAN GUM","2019-10-15","永詠股份有限公司","2014-10-15","06-2665203","粉劑","粘稠劑","DHB0M010947002","中國大陸","GELLAN GUM","","25.00000公斤"
"衛署添輸字 009855","葡萄糖酸鈉","SODIUM GLUCONATE","2022-12-05","欣宏生化科技股份有限公司","2012-12-05","04-8365121","結晶性粉末","調味劑","DHB0C009855001","法國","SODIUM GLUCONATE","","25.00000公斤;1000.00000公斤"
"衛署添輸字 009853","乳酸","LACTIC ACID (LACTIC ACID 88%)","2017-12-05","欣宏生化科技股份有限公司","2012-12-05","04-8365121","液劑","調味劑","DHB0C009853008","法國","LACTIC ACID 88%","","1200.00000公斤;30.00000公斤;250.00000公斤;25.00000公斤"
"衛部添製字 002636","乙烯二胺四醋酸二鈉","DISODIUM ETHYLENEDIAMINETETRAACETATE (EDTA NA2)","2020-09-11","鑫隴興業有限公司","2015-09-11","07-7462908","粉劑","品質改良用、釀造用及食品製造用劑;;抗氧化劑","","","DISODIUM ETHYLENEDIAMINETETRAACETATE","","50.00000公克;100.00000公克;500.00000公克;50.00000公克;100.00000公克;500.00000公克;1.00000公斤;500.00000公克;1.00000公斤;20.00000公斤;25.00000公斤;20.00000公斤;25.00000公斤"
"衛部添製字 002625","焦磷酸鈉(無水)","SODIUM PYROPHOSPHATE (ANHYDROUS)","2020-09-11","鑫隴興業有限公司","2015-09-11","07-7462908","粉劑","品質改良用、釀造用及食品製造用劑;;結著劑","","","SODIUM PYROPHOSPHATE, ANHYDROUS","","50.00000公克;100.00000公克;500.00000公克;50.00000公克;100.00000公克;500.00000公克;1.00000公斤;500.00000公克;20.00000公斤;25.00000公斤;20.00000公斤;25.00000公斤;1.00000公斤"
"衛部添製字 002624","食用紅色六號","NEW COCCIN (FOOD RED NO.6)","2020-09-11","鑫隴興業有限公司","2015-09-11","07-7462908","粉劑","著色劑","","","NEW COCCIN (FOOD RED NO.6)","","100.00000公克;500.00000公克;1.00000公斤;5.00000公斤;25.00000公斤;5.00000公斤;25.00000公斤;2.00000公克;5.00000公克;10.00000公克;2.00000公克;5.00000公克;10.00000公克;30.00000公克;50.00000公克;100.00000公克;500.00000公克;1.00000公斤;2.00000公斤;30.00000公克;50.00000公克"
"衛部添製字 002642","脂肪酸甘油酯","GLYCERIN FATTY ACID ESTER","2020-09-25","鑫隴興業有限公司","2015-09-25","07-7462908","粒狀","乳化劑","","","GLYCERIN FATTY ACID ESTER","","50.00000公克;100.00000公克;500.00000公克;50.00000公克;100.00000公克;500.00000公克;1.00000公斤;500.00000公克;1.00000公斤;20.00000公斤;25.00000公斤;20.00000公斤;25.00000公斤"
"衛部添製字 002635","脂肪酸山梨糖酯","SORBITAN FATTY ACID ESTER","2020-09-11","鑫隴興業有限公司","2015-09-11","07-7462908","液劑","乳化劑","","","SORBITAN FATTY ACID ESTER","","500.00000公克;1.00000公斤;5.00000公斤;25.00000公斤;30.00000公斤;200.00000公斤"
"衛部添製字 002641","赤藻糖醇","ERYTHRITOL","2020-09-25","鑫隴興業有限公司","2015-09-25","07-7462908","結晶性粉末","品質改良用、釀造用及食品製造用劑;;甜味劑","","","ERYTHRITOL","","50.00000公克;100.00000公克;500.00000公克;50.00000公克;100.00000公克;500.00000公克;1.00000公斤;500.00000公克;1.00000公斤;20.00000公斤;25.00000公斤;20.00000公斤;25.00000公斤"
"衛部添製字 002632","胺基乙酸","GLYCINE","2020-09-11","鑫隴興業有限公司","2015-09-11","07-7462908","結晶性粉末","調味劑","","","GLYCINE","","50.00000公克;100.00000公克;500.00000公克;50.00000公克;100.00000公克;500.00000公克;1.00000公斤;500.00000公克;1.00000公斤;20.00000公斤;25.00000公斤;20.00000公斤;25.00000公斤"
"衛部添製字 002639","碳酸鈣","CALCIUM CARBONATE","2020-09-19","鑫隴興業有限公司","2015-09-19","07-7462908","粉劑","品質改良用、釀造用及食品製造用劑;;營養添加劑","","","CALCIUM CARBONATE","","100.00000公克;50.00000公克;100.00000公克;500.00000公克;1.00000公斤;500.00000公克;1.00000公斤;20.00000公斤;25.00000公斤;20.00000公斤;25.00000公斤;50.00000公克;500.00000公克"
"衛部添製字 002631","DL-胺基丙酸","DL-ALANINE","2020-09-11","鑫隴興業有限公司","2015-09-11","07-7462908","結晶性粉末","調味劑","","","DL-ALANINE","","500.00000公克;50.00000公克;100.00000公克;500.00000公克;1.00000公斤;500.00000公克;1.00000公斤;20.00000公斤;25.00000公斤;20.00000公斤;25.00000公斤;100.00000公克;50.00000公克"
"衛部添製字 002626","多磷酸鈉","SODIUM POLYPHOSPHATE","2020-09-11","鑫隴興業有限公司","2015-09-11","07-7462908","結晶性粉末","品質改良用、釀造用及食品製造用劑;;結著劑","","","SODIUM POLYPHOSPHATE","","100.00000公克;500.00000公克;1.00000公斤;500.00000公克;1.00000公斤;20.00000公斤;25.00000公斤;20.00000公斤;25.00000公斤;50.00000公克;100.00000公克;500.00000公克;50.00000公克"
"衛部添製字 002634","甘油","GLYCEROL","2020-09-11","鑫隴興業有限公司","2015-09-11","07-7462908","液劑","品質改良用、釀造用及食品製造用劑;;溶劑","","","GLYCEROL","","200.00000公克;500.00000公克;1.00000公斤;5.00000公斤;30.00000公斤;25.00000公斤;100.00000公克;250.00000公斤"
"衛部添製字 002643","多磷酸鈉","SODIUM POLYPHOSPHATE (SODIUM HEXAMETAPHOSPHATE)","2020-09-25","鑫隴興業有限公司","2015-09-25","07-7462908","粉劑","品質改良用、釀造用及食品製造用劑;;結著劑","","","SODIUM POLYPHOSPHATE (SODIUM HEXAMETAPHOSPHATE)","","50.00000公克;100.00000公克;500.00000公克;50.00000公克;100.00000公克;500.00000公克;1.00000公斤;500.00000公克;1.00000公斤;20.00000公斤;25.00000公斤;20.00000公斤;25.00000公斤"
"衛部添製字 002880","硫酸銅","COPPER SULFATE","2022-06-16","順慶實業有限公司","2017-06-16","07-7871761","微細顆粒","營養添加劑","","","COPPER SULFATE","","10.00000公克;50.00000公克;100.00000公克;500.00000公克;1.00000公斤;5.00000公斤;10.00000公斤;20.00000公斤;25.00000公斤;30.00000公斤"
"衛署添輸字 00908701","磷酸二澱粉","DISTARCH PHOSPHATE(GELPROL)","2017-11-21","泰昇有限公司","2012-11-21","07-7888799","粉劑","粘稠劑","DHB0C009087016","泰國","DISTARCH PHOSPHATE","","25.00000公斤"
"衛部添輸字 010759","呈味核甘酸二鈉","AJITIDE I+G","2019-07-14","立啟貿易股份有限公司","2014-07-14","0225518219","結晶性粉末","調味劑","DHB0M010759002","泰國","DISODIUM 5’-INOSINATE;;DISODIUM 5’-GUANYLATE","","10.00000公斤"
"衛部添輸字 011554","二氧化鈦","TITANIUM DIOXIDE (TITANIUM DIOXIDE FOOD GRADE)","2020-12-27","江盛有限公司","2015-12-27","02-85221588","粉劑","著色劑","DHB0M011554006","中國大陸","TITANIUM DIOXIDE","","25.00000公斤"
"衛署添輸字 008141","醋磺內酯鉀","ACESULFAME POTASSIUM","2018-08-07","三福化工股份有限公司","2008-08-07","02-5214161","結晶性粉末","甜味劑","DHB0C008141009","中國大陸","ACESULFAME POTASSIUM","","25.00000公斤"
"衛部添輸字 011836","L-肉酸","L-CARNITINE (LEVOCARNITINE)","2021-09-17","博醫股份有限公司","2016-09-17","02-29422096","結晶性粉末","營養添加劑","DHB0M011836006","中國大陸","L-CARNITINE","","1.00000公斤;5.00000公斤;10.00000公斤;15.00000公斤;20.00000公斤;25.00000公斤"
"衛署添輸字 008213","鹿角菜膠","CARRAGEENAN","2018-11-18","育盟股份有限公司","2008-11-18","02-23415137","粉劑","粘稠劑","DHB0C008213008","中國大陸","CARRAGEENAN","","25.00000公斤"
"衛部添輸字 012241","複配豆製品消泡劑","COMPOSITE BEAN PRODUCT ANTI FOAMING AGENT","2022-08-08","鈺錦有限公司","2017-08-08","03-4949936","粉劑","消泡劑","DHB0M012241000","中國大陸","CALCIUM CARBONATE;;SILICON RESIN;;POLYSORBATE 80;;SILICON DIOXIDE;;SORBITAN FATTY ACID ESTER (SORBITAN MONOSTEARATE","","10.00000公斤"
"衛部添輸字 010217","氧化澱粉","OXIDIZED STARCH (FLU-XP0120)","2018-08-13","立啟貿易股份有限公司","2015-04-07","0225518219","粉劑","粘稠劑","DHB0M010217004","中國大陸","OXIDIZED STARCH","","25.00000公斤"
"衛部添輸字 011464","羧甲基纖維素鈉","SODIUM CARBOXYMETHYL CELLULOSE","2020-11-03","永詠股份有限公司","2015-11-03","06-2665203","粉劑","粘稠劑","DHB0M011464005","中國大陸","SODIUM CARBOXYMETHYL CELLULOSE","","25.00000公斤"
"衛部添輸字 010945","結蘭膠","GELLAN GUM","2019-10-15","永詠股份有限公司","2014-10-15","06-2665203","粉劑","粘稠劑","DHB0M010945006","中國大陸","GELLAN GUM","","25.00000公斤"
"衛署添輸字 009445","氯化鉀","POTASSIUM CHLORIDE","2022-03-09","育盟股份有限公司","2012-03-09","02-23415137","結晶性粉末","營養添加劑;;調味劑","DHB0C009445003","中國大陸","POTASSIUM CHLORIDE","","25.00000公斤"
"衛署添輸字 009512","檸檬酸鉀","POTASSIUM CITRATE","2022-04-23","育盟股份有限公司","2012-04-23","02-23415137","結晶","調味劑","DHB0C009512000","中國大陸","POTASSIUM CITRATE","","25.00000公斤"
"衛部添輸字 012018","多磷酸鈉","SODIUM POLYPHOSPHATE (SODIUM HEXAMETAPHOSPHATE)","2022-01-20","育盟股份有限公司","2017-01-20","02-23415137","粉劑","結著劑;;品質改良用、釀造用及食品製造用劑","DHB0M012018009","中國大陸","SODIUM POLYPHOSPHATE (SODIUM HEXAMETAPHOSPHATE)","","25.00000公斤"
"衛部添輸字 011569","羧甲基纖維素鈉","SODIUM CARBOXYMETHYL CELLULOSE (CMC FL9-A)","2021-01-20","南泰福貿易有限公司","2016-01-20","02-5165051","粉劑","粘稠劑","DHB0M011569002","中國大陸","SODIUM CARBOXYMETHYL CELLULOSE","","25.00000公斤"
"衛部添輸字 012159","焦糖色素","CARAMEL COLORS (PLAIN CARAMEL)","2022-06-04","台灣豆聯國際股份有限公司","2017-06-04","02-25598687","液劑","著色劑","DHB0M012159007","中國大陸","CARAMEL COLORS","","30.00000公斤;25.00000公斤;10.00000公斤;20.00000公斤"
"衛部添輸字 012020","多磷酸鈉","SODIUM POLYPHOSPHATE (SODIUM TRIPOLYPHOSPHATE)","2022-01-20","育盟股份有限公司","2017-01-20","02-23415137","粉劑","結著劑;;品質改良用、釀造用及食品製造用劑","DHB0M012020002","中國大陸","SODIUM POLYPHOSPHATE","","25.00000公斤"
"衛部添輸字 010855","L-丙胺酸","L-ALANINE","2019-08-27","育盟股份有限公司","2014-08-27","02-23415137","結晶性粉末","營養添加劑","DHB0M010855005","中國大陸","L-ALANINE","","25.00000公斤;25.00000公斤"
"衛署添輸字 008198","鮮力達 MB-30 乳化劑","ACE TECH MB-30","2018-12-02","昇珀有限公司","2008-12-02","04-23890661","液劑","乳化劑","DHB0C008198001","日本","GLYCERIN FATTY ACID ESTER;;RAPE SEED OIL","","16.00000公斤"
"衛署添輸字 008199","鮮力適 MB-40 乳化劑","ACE TECH MB-40","2018-12-02","昇珀有限公司","2008-12-02","04-23890661","液劑","乳化劑","DHB0C008199001","日本","GLYCERIN FATTY ACID ESTER;;RAPE SEED OIL","","16.00000公斤"
"衛署添輸字 008197","鮮力美 MB-20 乳化劑","ACE TECH MB-20","2018-11-25","昇珀有限公司","2008-11-25","04-23890661","液劑","乳化劑","DHB0C008197008","日本","PROPYLENE GLYCOL;;GLYCERIN FATTY ACID ESTER;;ETHANOL","","16.00000公斤"
"衛署添輸字 008189","脂肪酸甘油酯","GLYCERIN FATTY ACID ESTER (SURFACE TECH MM-08)","2018-11-18","昇珀有限公司","2008-11-18","04-23890661","固狀","乳化劑","DHB0C008189000","日本","GLYCERIN FATTY ACID ESTER","","16.00000公斤"
"衛部添輸字 011785","甘胺酸鎂","MAGNESIUM BISGLYCINATE","2021-08-15","鴻仲生物科技有限公司","2016-08-15","06-2636689","粉劑","營養添加劑","DHB0M011785005","美國","MAGNESIUM BISGLYCINATE","","25.00000公斤"
"衛署添製字 001937","味源-D 調味劑","WEI YUAN-D","2022-05-11","振源食品科技股份有限公司","2012-05-11","02-23690989","結晶性粉末","調味劑","","","MONOSODIUM L-GLUTAMATE;;DISODIUM 5`-GUANYLATE;;DISODIUM 5`-INOSINATE;;DISODIUM SUCCINATE","","30.00000公斤;20.00000公斤;25.00000公斤;30.00000公斤;15.00000公斤;1.00000公斤;15.00000公斤;10.00000公斤;5.00000公斤;5.00000公斤;10.00000公斤;1.00000公斤;20.00000公斤;25.00000公斤"
"衛署添製字 002004","磷酸鈉(無水)","SODIUM PHOSPHATE,TRIBASIC,ANHYDROUS(TRISODIUM PHOSPHATE ANHYDROUS, FOOD GRADE)","2017-12-31","振源食品科技股份有限公司","2012-12-31","02-23690989","粉劑","品質改良用、釀造用及食品製造用劑;;結著劑","","","SODIUM PHOSPHATE,TRIBASIC,ANHYDROUS","","1.00000公斤;5.00000公斤;5.00000公斤;10.00000公斤;15.00000公斤;20.00000公斤;25.00000公斤;30.00000公斤;1.00000公斤;5.00000公斤;5.00000公斤;10.00000公斤;15.00000公斤;20.00000公斤;25.00000公斤;30.00000公斤;5.00000公斤;10.00000公斤;15.00000公斤;20.00000公斤;25.00000公斤;30.00000公斤;25.00000公斤"
